label,ax,ay,az,gx,gy,gz
4,3.02,-9.22,2.07,0.10,-0.11,0.16
4,2.78,-9.27,2.04,0.08,-0.25,0.16
4,3.23,-9.26,1.79,0.08,-0.27,0.18
4,3.12,-9.28,1.93,-0.02,-0.11,0.14
4,2.97,-9.32,2.19,-0.01,-0.17,0.13
4,3.33,-9.29,2.32,-0.06,-0.12,"0.15"
4,3.20,-9.20,2.51,-0.02,-0.13,"0.10"
4,3.65,-9.17,2.57,-0.03,-0.01,0.06
4,4.22,-8.88,3.16,-0.07,-0.03,"-0.05"
4,4.72,-8.37,3.63,0.08,-0.14,-0.13
4,8.03,-7.31,5.41,-0.22,-0.16,"-0.14"
4,11.77,-10.44,5.49,0.80,-0.16,-0.84
4,9.91,-9.10,3.28,0.75,0.32,"-1.59"
4,6.01,-10.75,3.76,0.85,0.72,-1.68
4,6.19,-9.78,3.74,0.87,-0.24,"-1.65"
4,12.01,-9.14,5.54,0.85,-1.17,-2.37
4,13.86,-9.46,6.41,0.91,-0.13,-2.47
4,20.78,-10.85,7.53,0.87,-0.07,-3.00
4,20.80,-14.88,8.61,1.24,-0.27,"-4.07"
4,18.56,-17.76,6.98,1.34,0.60,-5.14
4,9.85,-17.12,4.68,1.64,0.91,-5.57
4,-0.26,-12.21,1.82,1.73,0.20,"-5.10"
4,-7.88,-6.05,-0.02,1.46,0.03,-3.84
4,-8.92,0.83,-1.64,0.84,0.35,"-2.08"
4,-6.69,2.96,-2.34,0.46,0.46,-1.15
4,-7.03,5.28,-1.39,0.07,0.07,"-0.40"
4,-0.50,7.10,0.40,-0.48,0.28,0.56
4,3.33,8.18,2.98,-0.67,0.88,"0.74"
4,2.85,7.30,6.17,-0.59,0.42,0.64
4,6.00,7.98,6.41,-0.54,0.84,0.52
4,6.18,7.98,6.15,-0.17,-0.21,0.42
4,2.84,7.02,5.78,0.08,-0.10,0.38
4,5.62,7.05,4.31,0.06,-0.04,0.59
4,4.51,6.85,3.89,0.16,-0.35,0.40
4,5.38,6.76,4.28,-0.04,-0.01,"0.18"
4,5.11,7.49,4.21,-0.02,-0.14,"0.14"
4,5.00,7.23,4.42,-0.16,-0.16,0.17
4,4.80,6.93,4.36,-0.20,0.32,"0.25"
4,5.00,6.99,4.51,-0.22,0.31,0.21
4,4.59,6.47,5.20,-0.16,0.01,0.09
4,5.43,6.90,4.73,-0.14,0.07,0.19
4,5.04,7.14,4.71,-0.13,0.33,0.23
4,5.07,6.56,4.95,-0.22,0.53,0.22
4,4.75,6.81,5.24,-0.20,0.34,0.29
4,5.89,6.40,5.33,0.05,0.26,"0.24"
4,5.50,6.48,5.24,-0.05,0.05,0.20
4,5.73,6.40,5.10,-0.08,-0.20,"0.09"
4,5.40,6.42,5.13,-0.11,0.03,-0.08
4,4.66,6.54,5.04,-0.15,0.21,"-0.09"
4,4.54,6.26,5.22,-0.10,0.15,"0.11"
