label,ax,ay,az,gx,gy,gz
0,4.85,-5.71,6.34,-0.04,0.02,0.01
0,5.17,-5.73,6.14,-0.04,-0.02,"0.02"
0,5.01,-5.75,6.26,-0.06,0.01,"0.01"
0,5.22,-5.83,6.20,-0.06,0.02,-0.00
0,4.89,-5.67,6.33,-0.06,0.04,"0.00"
0,5.14,-5.77,6.24,-0.06,-0.03,"0.01"
0,4.97,-5.69,6.33,-0.05,0.04,"0.00"
0,5.07,-5.79,6.32,-0.05,-0.05,0.01
0,4.90,-5.71,6.31,-0.05,0.00,0.00
0,5.06,-5.70,6.29,-0.07,-0.04,"0.02"
0,5.06,-5.80,6.31,-0.04,0.07,"0.01"
0,5.12,-5.86,6.30,-0.07,0.01,0.03
0,5.09,-5.79,6.30,-0.05,0.06,"0.00"
0,4.93,-5.71,6.30,-0.05,-0.01,"0.01"
0,5.12,-5.84,6.23,-0.05,0.05,0.02
0,4.99,-5.77,6.33,-0.05,-0.01,"0.02"
0,5.14,-5.82,6.21,-0.06,0.04,0.02
0,4.93,-5.79,6.29,-0.06,0.00,"0.02"
0,5.05,-5.83,6.25,-0.05,0.03,0.01
0,5.00,-5.72,6.23,-0.07,-0.00,0.02
0,5.10,-5.78,6.23,-0.06,0.05,0.02
0,5.00,-5.87,6.30,-0.08,-0.00,"0.01"
0,4.94,-5.80,6.27,-0.06,0.03,0.02
0,5.06,-5.80,6.22,-0.07,0.00,0.02
0,5.12,-5.94,6.26,-0.08,0.03,0.02
0,5.01,-5.82,6.31,-0.04,0.02,0.00
0,5.08,-5.79,6.17,-0.06,0.01,0.01
0,4.90,-5.86,6.33,-0.07,0.01,"-0.00"
0,5.15,-5.82,6.25,-0.06,0.02,"0.01"
0,4.82,-5.76,6.31,-0.06,0.01,0.00
0,5.04,-5.76,6.18,-0.07,0.02,"0.02"
0,4.87,-5.84,6.33,-0.05,0.03,0.01
0,5.14,-5.88,6.23,-0.05,-0.00,"0.02"
0,4.87,-5.81,6.28,-0.05,0.04,0.01
0,5.06,-5.94,6.29,-0.05,-0.00,0.01
0,4.86,-5.74,6.28,-0.05,0.04,"0.02"
0,4.98,-5.85,6.23,-0.03,-0.01,0.03
0,4.89,-5.78,6.25,-0.05,0.02,"0.04"
0,5.01,-5.46,5.89,-0.06,-0.07,"0.05"
0,5.27,-5.63,6.09,-0.18,0.04,0.02
0,5.33,-6.34,6.73,-0.15,0.02,"-0.01"
0,4.92,-6.12,6.49,0.00,-0.03,"-0.03"
0,4.93,-5.73,6.05,-0.00,-0.02,"-0.01"
0,4.81,-5.88,6.13,-0.06,0.05,0.01
0,4.99,-5.98,6.20,-0.04,-0.03,0.03
0,5.12,-5.92,6.02,-0.08,0.03,0.01
0,5.00,-5.99,6.24,-0.14,0.06,"-0.01"
0,4.98,-6.06,6.31,-0.12,0.08,-0.02
0,4.78,-5.86,6.27,-0.08,0.10,"0.02"
0,4.90,-5.96,6.16,-0.08,0.08,"0.05"
