label,ax,ay,az,gx,gy,gz
6,7.58,1.57,6.25,-0.08,0.07,0.01
6,7.46,1.66,6.26,-0.10,0.04,"0.01"
6,7.48,1.60,6.26,-0.11,0.09,0.01
6,7.08,1.62,6.31,-0.12,0.07,0.04
6,7.35,1.56,6.19,-0.14,0.05,0.07
6,7.41,1.37,6.33,-0.11,0.05,0.11
6,8.01,1.14,6.46,-0.12,0.07,0.08
6,8.47,1.08,6.78,-0.13,0.14,0.04
6,7.45,1.89,6.87,-0.05,0.16,-0.01
6,7.04,3.39,6.60,-0.21,0.10,"0.00"
6,6.55,6.08,5.91,-0.39,0.47,-0.07
6,6.33,11.88,3.68,-0.42,0.66,"-0.26"
6,7.09,20.22,4.77,-1.93,0.87,-1.20
6,3.32,20.84,4.18,-0.31,1.90,-1.75
6,-7.94,-1.01,4.56,-0.70,2.61,0.72
6,5.90,-51.45,13.00,-6.33,1.11,5.99
6,14.18,-3.71,13.39,2.05,-0.03,-0.60
6,-6.50,-2.20,5.34,1.16,2.18,"-1.19"
6,2.01,-1.59,7.56,-0.17,-0.14,0.03
6,1.49,-1.71,8.66,-0.15,0.22,-0.14
6,2.07,-2.34,9.60,-0.23,0.07,"-0.21"
6,2.63,-1.84,9.58,-0.07,0.12,-0.12
6,2.26,-1.43,9.44,-0.15,-0.07,-0.07
6,2.62,-1.34,9.25,-0.07,0.14,-0.21
6,2.09,-1.51,9.43,-0.11,0.02,0.03
6,2.83,-1.50,8.99,0.02,-0.17,"-0.03"
6,2.65,-1.32,9.03,0.00,0.17,"-0.07"
6,2.11,-1.37,9.02,0.04,-0.03,-0.07
6,2.54,-1.46,8.91,0.00,0.12,0.01
6,2.39,-1.10,8.68,0.00,0.08,"-0.02"
6,2.33,-1.14,8.85,-0.09,0.01,"0.02"
6,2.43,-1.22,8.87,-0.08,0.14,0.06
6,2.57,-1.51,9.13,-0.16,0.00,"0.06"
6,2.97,-1.49,9.38,-0.16,-0.11,-0.01
6,2.38,-1.56,9.22,-0.06,-0.09,"-0.10"
6,2.54,-1.71,9.04,-0.06,0.01,-0.09
6,2.29,-1.49,9.08,-0.10,0.02,-0.03
6,2.48,-1.56,9.35,-0.12,0.03,-0.06
6,1.80,-1.44,9.45,-0.03,0.11,-0.01
6,2.62,-1.69,9.23,-0.06,0.10,"0.09"
6,2.56,-1.44,9.06,-0.05,-0.02,0.11
6,2.95,-1.79,8.90,-0.04,0.06,0.06
6,2.68,-1.75,9.17,-0.07,0.10,0.01
6,2.50,-1.34,9.33,-0.12,0.03,0.01
6,2.04,-1.47,9.40,0.00,0.13,0.04
6,2.31,-1.59,9.24,-0.02,0.05,"0.12"
6,2.65,-1.54,8.78,0.00,0.04,0.08
6,2.32,-1.65,8.98,-0.09,0.05,0.09
6,2.41,-1.50,9.15,-0.09,0.01,0.09
6,2.26,-1.62,9.31,-0.07,0.09,"0.12"
