label,ax,ay,az,gx,gy,gz
3,-1.98,8.56,3.03,0.02,-0.08,-0.08
3,-2.08,8.66,2.83,0.00,0.07,"-0.08"
3,-2.29,8.48,2.71,-0.03,-0.07,-0.08
3,-2.59,8.43,2.88,-0.06,-0.17,"-0.00"
3,-2.03,8.62,2.71,-0.08,-0.21,0.10
3,-2.03,8.51,2.79,-0.10,-0.10,0.03
3,-2.09,8.28,2.51,-0.06,-0.13,"0.03"
3,-2.66,7.82,1.46,0.03,-0.28,"0.07"
3,-2.95,7.24,-0.39,-0.08,-0.24,0.21
3,-4.14,6.50,-2.11,-0.56,-0.45,"0.51"
3,-4.74,4.96,-3.59,-1.51,-1.09,1.65
3,-2.96,0.77,-1.70,-2.16,-1.48,"2.57"
3,0.42,-3.08,1.52,-2.64,-0.43,3.47
3,0.39,-8.17,6.08,-3.99,0.80,"3.93"
3,3.07,-17.26,7.08,-4.08,-1.03,4.36
3,9.72,-18.75,10.39,-4.58,-0.95,4.86
3,9.43,-17.63,9.87,-3.76,-0.53,"4.54"
3,9.67,-20.23,12.14,-4.96,-1.21,"5.08"
3,13.58,-17.65,15.32,-3.59,0.50,4.90
3,11.15,-15.84,13.53,-2.92,-0.41,4.03
3,13.56,-8.55,12.36,-1.40,-0.18,"1.36"
3,7.19,-7.84,9.20,-0.41,-0.14,-0.39
3,4.51,-7.69,6.43,0.23,-0.14,"-0.57"
3,3.37,-9.66,4.13,0.68,-0.13,-0.91
3,1.17,-10.29,2.14,0.88,-0.11,-1.08
3,1.02,-10.20,1.50,0.67,-0.09,-0.99
3,0.63,-9.34,1.50,0.37,0.00,-0.87
3,0.78,-9.62,1.85,0.06,0.05,-0.68
3,1.14,-9.50,2.43,-0.20,0.13,-0.42
3,1.66,-9.89,2.70,-0.03,0.27,"-0.48"
3,1.51,-8.94,3.04,-0.14,0.37,"-0.26"
3,1.96,-8.95,3.12,-0.33,0.12,-0.15
3,2.46,-8.64,3.01,-0.92,-0.26,"-0.15"
3,3.25,-9.26,2.94,-0.80,-0.22,-0.56
3,3.98,-9.25,2.74,-0.35,0.33,-0.16
3,2.95,-9.08,2.78,-0.24,0.80,-0.09
3,2.32,-9.39,2.87,-0.18,0.17,-0.00
3,3.33,-9.18,2.70,-0.03,-0.07,"0.02"
3,3.23,-9.24,2.43,-0.03,0.08,-0.01
3,3.52,-9.35,2.37,-0.03,0.12,"-0.03"
3,3.02,-9.19,2.38,-0.03,0.10,-0.07
3,3.05,-9.10,2.32,-0.02,-0.01,-0.06
3,3.08,-9.17,2.25,-0.06,-0.01,"-0.01"
3,3.02,-9.35,2.26,-0.05,-0.11,"0.01"
3,2.56,-9.07,2.31,-0.12,-0.62,0.06
3,4.12,-9.32,2.04,-0.08,-0.96,"0.00"
3,4.31,-9.27,1.99,-0.10,-0.05,-0.11
3,3.12,-9.12,2.04,-0.11,0.19,"-0.09"
3,3.29,-9.13,2.07,-0.10,-0.09,-0.04
3,3.55,-9.19,2.05,-0.07,0.08,"0.01"
