label,ax,ay,az,gx,gy,gz
4,4.01,-9.09,1.65,-0.02,0.07,-0.03
4,3.86,-9.16,1.69,-0.03,0.05,-0.03
4,3.96,-8.99,1.66,-0.06,0.01,-0.01
4,3.96,-8.90,1.78,-0.07,0.13,0.01
4,4.19,-9.19,1.74,-0.04,0.02,"-0.00"
4,4.67,-9.04,1.83,-0.13,0.20,"-0.05"
4,4.16,-9.17,3.13,0.07,0.05,-0.11
4,5.07,-8.20,4.83,0.20,0.06,-0.22
4,7.51,-9.02,5.79,0.60,0.60,-0.40
4,8.05,-7.99,8.52,0.58,1.16,-0.91
4,7.04,-9.17,9.01,1.46,1.11,"-0.86"
4,8.38,-9.61,8.62,1.80,0.65,"-1.03"
4,8.84,-10.16,8.48,2.16,1.01,-1.15
4,9.05,-10.35,9.73,2.24,1.11,"-1.36"
4,10.30,-10.52,11.75,2.69,1.32,"-1.82"
4,10.77,-13.42,15.76,3.14,1.19,"-2.03"
4,11.39,-12.62,15.85,4.24,1.49,-2.44
4,10.09,-14.97,13.31,5.31,1.12,"-2.73"
4,10.74,-13.13,5.17,5.63,1.19,-3.60
4,3.70,-10.34,-4.04,5.12,1.86,"-4.04"
4,0.11,-4.06,-6.78,4.11,1.78,"-3.89"
4,-1.64,-2.41,-7.10,2.41,2.12,"-3.47"
4,-5.52,-1.53,-9.18,2.24,2.15,-2.84
4,-10.98,3.96,-10.32,1.84,1.02,-1.89
4,-9.12,3.51,-8.81,0.78,-0.20,"-1.01"
4,-8.76,3.50,-6.54,0.38,-0.39,-0.30
4,-9.35,3.87,-4.54,0.23,-0.81,"0.16"
4,-7.83,5.39,-2.49,-0.23,-0.21,"0.45"
4,-7.84,5.82,-1.30,-0.61,0.37,"0.32"
4,-7.80,6.48,-1.34,-0.31,0.28,0.38
4,-6.52,6.72,-1.43,-0.41,0.01,"0.48"
4,-6.25,7.07,-1.08,-0.30,0.08,0.43
4,-5.63,6.68,-1.27,-0.22,-0.06,0.21
4,-5.62,6.43,-1.26,-0.32,0.02,"-0.01"
4,-6.05,6.28,-1.29,-0.21,-0.06,"-0.15"
4,-6.45,6.73,-1.53,-0.26,-0.08,-0.15
4,-6.93,6.65,-1.43,-0.14,0.07,-0.09
4,-6.56,6.82,-1.35,-0.15,-0.09,-0.10
4,-6.58,6.51,-0.84,-0.06,0.00,"-0.11"
4,-6.74,6.39,-1.05,0.03,-0.10,-0.11
4,-6.61,5.56,-1.07,0.06,-0.07,-0.19
4,-7.18,5.70,-1.62,0.10,-0.21,"-0.21"
4,-7.44,5.90,-2.08,0.05,-0.16,-0.10
4,-7.02,5.62,-1.70,-0.16,-0.13,"0.00"
4,-6.93,5.41,-1.63,-0.09,-0.13,0.24
4,-6.71,5.05,-1.47,-0.28,-0.14,0.18
4,-6.90,5.47,-1.40,-0.43,-0.12,0.08
4,-7.23,6.45,-1.43,-0.45,-0.01,0.16
4,-6.59,7.19,-0.70,-0.65,0.02,0.23
4,-6.28,6.73,0.53,-0.65,0.02,"0.17"
