label,ax,ay,az,gx,gy,gz
3,3.24,3.20,8.49,0.07,-0.22,0.03
3,1.90,4.66,7.98,0.12,0.06,-0.15
3,1.19,4.78,7.87,0.07,-0.01,-0.15
3,0.79,4.69,8.01,0.01,-0.02,-0.07
3,1.24,4.34,7.99,0.10,0.02,-0.04
3,0.51,4.48,7.85,0.11,-0.25,0.03
3,1.01,4.66,6.93,0.18,-0.45,"0.13"
3,-0.71,4.70,6.10,0.19,-0.69,0.23
3,0.26,4.55,4.80,0.26,-1.24,0.72
3,0.64,5.70,4.55,0.10,-0.72,1.12
3,-1.14,3.24,4.99,-0.27,-1.43,"1.66"
3,-0.47,-0.58,3.99,-0.21,-2.44,2.61
3,0.93,-6.10,2.34,-0.38,-3.88,"3.45"
3,1.25,-10.92,1.73,0.10,-3.61,3.68
3,4.61,-17.51,2.80,0.24,-3.30,3.84
3,3.74,-17.85,3.04,1.70,-1.41,4.62
3,4.50,-26.51,-0.21,0.18,-1.49,7.46
3,27.10,-30.81,-6.96,-0.35,2.49,8.73
3,24.21,-23.75,-3.83,0.84,2.01,5.77
3,21.41,-11.97,-0.48,-1.86,-1.24,2.26
3,16.95,-9.73,3.65,-1.04,0.47,0.42
3,9.77,-7.62,2.45,0.15,-0.06,"-1.00"
3,5.33,-10.54,1.11,-0.32,0.17,-1.62
3,0.66,-11.48,-0.92,0.25,0.24,-1.64
3,0.73,-11.09,-1.55,-0.24,0.24,-1.14
3,1.47,-10.92,-1.87,-0.33,0.80,-0.93
3,1.33,-10.06,-1.50,-0.44,1.22,-0.76
3,1.46,-9.58,-1.30,-0.28,1.50,-0.63
3,1.45,-9.21,-0.66,-0.48,1.34,"-0.29"
3,1.86,-9.92,-0.25,-0.36,0.73,"-0.08"
3,2.89,-9.61,-0.54,-0.06,0.61,-0.18
3,3.06,-9.64,-0.49,-0.28,0.86,0.08
3,3.02,-10.01,-0.29,-0.30,0.94,"0.06"
3,3.07,-9.73,0.01,-0.24,0.78,"0.10"
3,3.01,-9.66,0.03,-0.20,0.64,0.12
3,3.08,-9.73,0.08,-0.20,0.51,"0.13"
3,2.93,-9.66,0.07,-0.14,0.27,0.14
3,3.21,-9.82,-0.05,-0.12,0.17,0.14
3,3.20,-9.65,-0.12,-0.03,0.21,0.12
3,3.31,-9.87,-0.02,-0.09,0.24,"0.11"
3,3.18,-9.76,-0.08,0.01,0.12,0.03
3,3.27,-9.58,-0.21,-0.01,0.01,-0.03
3,3.21,-9.60,-0.20,-0.09,0.04,-0.05
3,3.00,-9.65,-0.15,-0.04,0.04,-0.01
3,3.22,-9.77,-0.17,-0.09,0.01,0.00
3,3.13,-9.63,-0.13,-0.04,0.07,0.00
3,3.09,-9.68,-0.15,-0.11,0.06,0.02
3,2.98,-9.57,-0.03,-0.02,0.05,"-0.00"
3,3.02,-9.48,-0.19,-0.06,-0.02,"0.03"
3,3.12,-9.71,-0.11,-0.07,0.07,"0.07"
