label,ax,ay,az,gx,gy,gz
4,2.69,-9.30,2.32,-0.04,0.26,0.00
4,3.06,-9.37,2.19,-0.06,0.30,0.00
4,3.09,-9.43,2.30,-0.12,0.44,-0.06
4,3.14,-9.52,2.38,-0.16,0.67,"-0.10"
4,3.25,-9.71,2.59,-0.18,1.06,-0.14
4,2.50,-9.29,3.07,-0.02,0.83,"-0.34"
4,2.07,-9.54,3.15,0.26,0.16,-0.30
4,3.73,-9.01,3.28,0.01,0.34,"-0.30"
4,3.39,-8.73,3.90,0.11,0.94,-0.33
4,3.36,-8.59,4.71,0.02,0.77,-0.36
4,3.96,-9.26,5.07,0.57,0.26,-0.29
4,4.05,-9.54,5.65,0.80,0.03,-0.37
4,5.56,-9.72,6.13,0.87,-0.76,"-0.54"
4,7.96,-10.42,6.17,1.16,-0.47,-1.09
4,7.09,-10.79,6.65,1.39,0.11,"-1.55"
4,7.53,-11.03,7.40,1.50,-0.24,-1.93
4,7.79,-10.70,8.05,1.40,-0.26,"-2.66"
4,8.92,-10.02,9.39,1.53,0.19,-2.82
4,10.31,-10.33,12.48,1.84,1.31,"-2.56"
4,10.91,-11.13,13.51,2.71,1.59,-2.79
4,10.27,-11.83,12.50,3.32,2.30,"-3.14"
4,4.05,-11.79,5.43,4.63,1.08,-3.09
4,0.60,-8.05,-1.71,4.23,-0.68,-3.31
4,-4.59,-2.17,-5.90,3.41,-0.75,"-3.43"
4,-10.43,5.02,-6.63,1.74,-0.57,"-2.52"
4,-8.39,6.76,-3.87,0.53,0.29,-0.39
4,-3.07,7.85,-0.69,0.19,0.84,0.91
4,1.43,8.20,1.30,-0.24,0.33,1.19
4,2.33,7.66,1.91,-0.27,0.65,0.59
4,2.05,9.05,2.72,-0.63,0.91,0.25
4,1.36,8.42,3.40,-0.44,0.98,0.09
4,0.60,8.56,4.14,-0.64,0.78,"0.12"
4,0.63,9.16,4.15,-0.35,0.67,0.20
4,0.71,8.56,4.84,-0.41,0.68,"0.30"
4,1.39,8.35,5.19,-0.21,0.28,0.31
4,1.36,8.08,4.95,0.02,-0.01,0.20
4,1.78,8.29,4.31,0.03,-0.23,0.09
4,1.41,8.43,4.10,-0.07,0.16,-0.05
4,0.60,8.25,3.99,-0.13,0.18,-0.00
4,0.57,8.25,3.51,-0.14,0.03,0.06
4,0.28,7.94,3.54,-0.23,0.18,0.06
4,0.23,8.03,3.91,-0.24,-0.11,0.14
4,1.41,8.09,4.34,-0.37,-0.04,0.25
4,2.29,7.82,5.17,-0.50,0.37,0.19
4,1.14,7.47,6.19,-0.43,0.16,0.02
4,1.53,7.74,6.04,-0.24,0.09,-0.01
4,1.12,7.73,5.94,-0.18,0.01,0.01
4,0.95,7.58,5.82,-0.13,0.06,"0.02"
4,1.17,7.63,5.49,-0.09,0.03,"0.04"
4,0.86,7.55,5.56,-0.10,0.07,"0.04"
