label,ax,ay,az,gx,gy,gz
3,-2.34,8.25,3.36,0.06,-0.02,-0.12
3,-2.35,8.24,3.29,-0.02,0.00,"-0.07"
3,-2.31,7.87,3.27,-0.03,-0.05,-0.09
3,-2.20,7.98,3.37,-0.08,-0.05,"-0.10"
3,-2.15,8.06,3.50,-0.15,-0.01,-0.01
3,-2.32,8.27,3.57,-0.17,-0.00,"-0.01"
3,-2.69,8.49,3.12,-0.04,-0.08,-0.01
3,-3.58,8.24,1.19,-0.13,-0.20,0.03
3,-3.85,7.89,-2.29,-0.71,-0.33,0.21
3,-4.22,5.67,-4.59,-2.05,-0.42,"0.61"
3,-2.58,1.43,-4.57,-3.56,-0.77,1.38
3,-0.34,-4.08,-2.34,-4.39,-0.59,1.55
3,0.02,-9.31,0.70,-6.58,-1.38,"1.58"
3,2.37,-19.09,-1.30,-6.09,-2.03,2.27
3,5.00,-24.16,3.72,-5.80,-1.87,2.61
3,4.99,-24.44,4.27,-5.66,-3.68,3.28
3,11.57,-27.99,8.47,-4.97,-2.95,3.35
3,15.67,-19.79,16.01,-3.66,-1.62,2.25
3,10.74,-15.37,15.29,-1.65,-1.20,1.45
3,7.17,-9.57,9.16,-0.77,-0.54,"0.17"
3,4.28,-8.37,6.33,-0.44,-0.73,"0.12"
3,2.49,-9.10,3.26,0.29,-0.02,-0.13
3,1.95,-10.85,1.56,0.13,0.04,"-0.26"
3,1.02,-9.93,1.32,0.29,0.00,-0.31
3,1.62,-9.96,0.91,0.41,0.22,"-0.44"
3,0.85,-10.25,0.93,0.44,0.53,-0.38
3,0.42,-9.50,0.96,0.34,0.38,"-0.30"
3,0.24,-10.32,0.84,0.31,0.08,-0.24
3,1.63,-10.00,0.74,0.04,-0.03,"-0.05"
3,1.64,-10.16,0.82,0.19,0.67,-0.05
3,0.92,-9.68,1.07,-0.04,0.25,0.09
3,2.20,-9.66,1.20,-0.00,0.06,"-0.09"
3,1.57,-9.50,1.31,-0.01,0.39,0.04
3,1.41,-9.59,1.69,-0.14,-0.15,-0.01
3,1.01,-9.44,1.69,-0.31,-0.85,0.17
3,2.77,-10.34,1.23,-0.30,-0.38,0.10
3,1.38,-9.64,1.42,0.00,0.03,-0.06
3,1.89,-9.93,1.39,0.01,0.07,-0.07
3,1.47,-9.74,1.48,-0.03,0.03,-0.08
3,1.87,-9.76,1.42,0.01,0.07,-0.10
3,1.45,-9.80,1.43,0.01,0.08,-0.05
3,1.93,-9.68,1.43,-0.09,0.03,"-0.01"
3,1.63,-9.79,1.56,-0.02,0.10,0.00
3,2.05,-9.76,1.54,-0.03,0.07,0.05
3,1.74,-9.70,1.58,-0.01,0.13,0.02
3,1.84,-9.64,1.56,0.03,0.08,0.01
3,1.82,-9.59,1.48,-0.08,0.05,0.02
3,1.98,-9.99,1.68,-0.12,0.06,"0.03"
3,1.82,-9.70,1.67,0.03,0.07,"-0.02"
3,2.01,-9.73,1.63,-0.01,0.08,"-0.04"
