label,ax,ay,az,gx,gy,gz
5,7.08,-0.32,6.89,0.01,-0.24,-0.16
5,7.31,-0.20,6.45,0.00,-0.01,"-0.13"
5,6.93,-0.33,6.58,-0.10,-0.01,"-0.06"
5,7.28,-0.44,6.49,-0.09,0.08,-0.05
5,7.11,-0.49,6.59,-0.10,-0.00,-0.03
5,7.32,-0.46,6.70,-0.13,0.06,"-0.03"
5,7.13,-0.35,6.74,-0.12,-0.03,-0.01
5,7.73,-0.15,6.92,-0.14,0.09,-0.02
5,8.89,1.68,7.98,-0.29,-0.25,"-0.13"
5,10.56,1.21,10.63,-0.24,0.11,"-0.50"
5,9.61,1.67,13.06,0.03,0.14,-0.84
5,10.09,-1.90,14.63,0.64,0.16,-0.76
5,9.50,-2.67,12.70,1.43,0.97,-0.82
5,6.73,-3.52,11.02,1.71,1.43,"-0.62"
5,4.72,-2.84,8.97,1.97,1.37,-0.23
5,3.34,-2.17,6.90,2.11,1.88,"0.35"
5,1.09,-1.16,4.83,2.20,2.46,0.92
5,0.19,-0.53,3.32,1.85,2.58,1.67
5,-0.17,0.31,2.42,1.13,2.41,"2.48"
5,0.23,0.44,2.59,0.36,2.05,"2.72"
5,2.04,-0.15,2.29,-0.09,1.72,3.36
5,3.77,-0.74,2.91,-0.50,1.58,3.61
5,5.39,-1.50,3.41,-0.83,1.24,3.49
5,7.99,-2.52,4.18,-1.20,0.39,"3.25"
5,9.79,-2.67,4.71,-1.36,-0.25,2.39
5,10.53,-2.83,3.61,-1.64,0.04,"1.66"
5,10.54,-4.51,5.62,-2.70,0.63,1.19
5,8.62,-5.81,7.85,-2.52,1.06,0.11
5,7.80,-6.72,7.97,-2.46,-0.32,"-0.39"
5,7.38,-7.62,8.13,-2.65,0.16,-0.61
5,6.46,-8.31,8.87,-2.49,-0.10,"-0.66"
5,7.26,-11.12,8.38,-2.32,0.52,-0.74
5,8.43,-9.89,8.55,-2.33,0.26,"-1.15"
5,5.61,-9.66,7.94,-1.97,0.94,-1.62
5,7.03,-10.04,6.12,-1.90,-0.53,"-0.67"
5,10.85,-11.72,7.09,-2.25,0.62,-1.40
5,7.24,-9.77,10.27,-1.29,1.42,"-2.19"
5,7.92,-10.01,10.70,-0.58,0.85,-2.44
5,9.01,-11.08,10.40,0.26,1.28,-2.76
5,9.66,-10.10,9.03,0.88,1.30,-2.86
5,9.18,-6.84,5.26,1.62,1.41,-2.56
5,8.51,-6.54,4.36,0.73,2.68,-2.49
5,2.58,-6.73,3.11,1.80,2.54,-1.81
5,0.76,-4.56,2.24,1.61,0.23,-1.49
5,1.52,-3.65,2.18,1.03,-0.77,"-1.10"
5,2.65,-1.21,2.67,0.81,-0.67,-0.83
5,3.92,2.14,3.04,0.72,-0.28,"-0.45"
5,4.66,4.43,4.05,0.07,-0.60,-0.08
5,6.86,4.68,5.06,-0.34,-0.33,0.27
5,7.12,5.93,5.74,-0.33,0.02,"0.50"
