label,ax,ay,az,gx,gy,gz
4,4.82,-7.79,3.92,-0.05,0.18,-0.04
4,4.70,-7.81,3.91,-0.05,0.09,"-0.05"
4,4.67,-7.78,3.89,-0.06,0.06,-0.02
4,4.69,-7.77,3.96,-0.08,0.02,"-0.01"
4,4.72,-7.70,4.11,-0.06,-0.04,0.02
4,4.96,-7.59,4.29,-0.11,-0.03,"0.04"
4,5.23,-7.37,4.76,-0.06,0.04,-0.01
4,5.29,-6.94,5.63,-0.08,0.08,"-0.01"
4,6.13,-6.79,7.23,0.11,0.20,-0.06
4,6.88,-6.40,8.48,0.28,0.35,-0.14
4,7.45,-6.69,8.93,0.82,0.55,-0.29
4,7.78,-5.63,9.29,0.92,0.77,-0.42
4,9.17,-8.53,11.65,1.36,0.75,-0.55
4,10.09,-10.86,15.21,1.98,0.28,-0.96
4,11.30,-11.71,16.59,2.97,0.33,"-1.69"
4,10.43,-12.86,19.76,3.29,0.87,-1.93
4,12.22,-17.31,18.16,4.70,0.44,"-2.32"
4,10.93,-16.52,11.04,5.38,1.32,-3.20
4,6.67,-15.41,3.04,5.63,1.46,"-3.35"
4,4.85,-11.86,-3.17,4.66,1.21,-3.57
4,-2.45,-3.07,-8.97,3.62,0.95,"-3.39"
4,-5.21,-1.18,-7.38,1.33,2.06,-2.28
4,-9.98,3.50,-9.57,2.57,-0.73,"-1.11"
4,-6.85,4.56,-9.74,1.17,-0.97,-0.63
4,-7.51,6.49,-7.95,0.36,-0.55,-0.40
4,-4.81,8.40,-5.04,-0.50,0.53,"0.56"
4,-3.30,7.65,-0.08,-1.54,0.62,"0.43"
4,-3.93,7.41,2.85,-1.40,0.52,-0.02
4,-4.84,9.01,2.26,-0.46,-0.20,-0.16
4,-3.97,9.14,1.78,-0.36,-0.26,0.22
4,-1.76,8.65,2.15,-0.50,-0.50,0.27
4,-2.55,7.99,2.74,-0.46,0.03,"-0.21"
4,-4.02,8.24,2.65,-0.29,0.24,-0.43
4,-4.76,8.58,2.26,-0.08,0.02,"-0.21"
4,-4.50,8.31,1.98,-0.00,-0.22,0.08
4,-3.13,8.10,2.05,-0.07,-0.34,"0.12"
4,-3.01,7.92,2.44,-0.16,-0.10,-0.08
4,-4.02,8.06,2.63,-0.10,-0.09,"-0.16"
4,-4.42,7.99,2.55,-0.07,-0.12,-0.13
4,-4.43,8.09,2.20,-0.03,-0.19,"0.01"
4,-4.01,7.96,2.04,-0.08,-0.06,"0.07"
4,-3.82,7.86,1.96,-0.14,-0.08,"0.06"
4,-3.66,7.88,2.03,-0.23,-0.05,0.00
4,-3.75,7.91,2.22,-0.27,-0.03,"-0.00"
4,-4.30,8.01,2.72,-0.30,-0.02,0.05
4,-3.80,7.79,3.15,-0.25,-0.00,"0.08"
4,-3.66,7.86,2.97,-0.22,-0.01,"0.04"
4,-3.69,7.74,2.83,-0.26,0.01,"0.02"
4,-4.13,7.43,2.86,-0.18,-0.02,-0.02
4,-4.34,7.59,2.35,-0.10,-0.21,"0.06"
