label,ax,ay,az,gx,gy,gz
0,8.32,-5.37,2.52,-0.07,0.03,0.04
0,8.35,-5.42,2.32,0.01,-0.03,0.05
0,8.52,-5.33,2.30,-0.07,0.06,0.02
0,8.25,-5.50,2.42,-0.07,0.02,"0.01"
0,8.33,-5.35,2.31,-0.05,-0.00,"0.05"
0,8.35,-5.40,2.34,-0.07,0.03,0.00
0,8.41,-5.46,2.38,-0.07,0.02,0.03
0,8.48,-5.42,2.41,-0.05,-0.01,"-0.00"
0,8.18,-5.44,2.40,-0.04,0.01,0.01
0,8.50,-5.32,2.35,-0.07,0.02,"0.01"
0,8.15,-5.50,2.44,-0.05,0.00,-0.00
0,8.49,-5.43,2.40,-0.07,0.06,0.02
0,8.09,-5.43,2.42,-0.05,0.02,0.01
0,8.37,-5.33,2.32,-0.06,0.05,"0.04"
0,8.28,-5.45,2.45,-0.06,0.02,0.01
0,8.36,-5.40,2.34,-0.02,0.01,"0.03"
0,8.38,-5.42,2.42,-0.07,0.03,0.00
0,8.18,-5.49,2.41,-0.06,0.03,0.03
0,8.14,-5.43,2.41,-0.05,0.02,0.03
0,8.54,-5.43,2.37,-0.04,-0.01,0.06
0,8.33,-5.35,2.43,-0.10,0.04,-0.00
0,8.16,-5.39,2.55,-0.05,0.01,"0.01"
0,8.25,-5.39,2.43,-0.00,-0.05,-0.01
0,8.43,-5.41,2.35,-0.02,-0.02,"0.01"
0,8.25,-5.30,2.49,-0.06,0.01,-0.03
0,8.10,-5.39,2.52,-0.00,-0.04,-0.01
0,8.36,-5.53,2.53,0.06,-0.07,0.01
0,8.23,-5.32,2.36,0.11,-0.15,0.01
0,8.40,-5.24,2.20,0.05,-0.08,0.05
0,8.47,-5.09,2.21,-0.04,-0.03,0.03
0,8.71,-5.39,2.39,-0.14,0.01,0.02
0,8.45,-5.44,2.44,-0.11,0.05,"-0.01"
0,8.43,-5.20,2.25,-0.11,0.02,"-0.03"
0,8.50,-5.26,2.38,-0.16,0.11,0.01
0,8.68,-5.53,2.61,-0.13,0.13,"-0.04"
0,8.00,-5.54,2.62,0.01,0.04,-0.13
0,7.66,-5.21,2.10,0.14,-0.12,-0.03
0,8.42,-5.07,1.82,-0.02,-0.02,"0.11"
0,8.98,-5.33,2.09,-0.17,0.08,"0.08"
0,8.90,-5.66,2.44,-0.19,0.11,-0.00
0,8.42,-5.34,2.36,-0.13,-0.03,"-0.01"
0,8.15,-5.15,2.35,-0.14,0.07,-0.01
0,8.18,-5.26,2.46,-0.13,0.04,0.04
0,8.28,-5.40,2.48,-0.07,0.03,0.03
0,8.60,-5.45,2.44,-0.02,-0.00,0.03
0,8.37,-5.42,2.37,-0.01,-0.00,-0.01
0,8.46,-5.33,2.39,-0.04,0.04,"0.00"
0,8.21,-5.36,2.44,-0.03,0.03,"0.02"
0,8.36,-5.25,2.32,-0.02,0.03,0.03
0,8.37,-5.28,2.32,-0.05,0.03,"0.04"
