label,ax,ay,az,gx,gy,gz
4,6.06,-7.92,2.00,-0.03,0.03,0.01
4,6.31,-7.91,1.86,0.00,-0.03,"0.04"
4,6.17,-7.84,1.72,-0.01,0.03,"0.03"
4,6.23,-7.79,1.77,-0.02,0.00,0.03
4,6.05,-7.76,1.82,-0.04,0.02,0.04
4,6.24,-7.79,1.71,-0.02,-0.04,0.05
4,6.42,-7.83,1.77,-0.02,-0.01,0.04
4,6.41,-7.70,1.92,-0.06,-0.02,0.00
4,7.06,-7.52,2.49,0.02,-0.07,-0.03
4,8.29,-6.40,3.65,0.06,0.00,-0.26
4,8.55,-6.20,4.25,0.37,0.33,-0.37
4,10.42,-6.00,5.22,0.42,0.38,-0.49
4,13.27,-5.82,6.35,0.72,0.86,"-1.07"
4,14.53,-6.57,7.72,1.07,1.19,"-1.66"
4,13.94,-7.82,8.79,1.52,0.99,-2.12
4,16.20,-8.73,10.39,1.91,0.44,"-2.66"
4,16.28,-8.92,12.08,2.13,1.12,-3.28
4,16.06,-10.99,13.16,2.13,0.94,-3.29
4,16.28,-12.17,8.70,2.83,1.35,"-4.05"
4,6.77,-12.97,1.20,3.52,1.35,"-4.11"
4,-1.48,-6.65,-3.89,3.04,0.31,-3.84
4,-6.66,-0.95,-5.36,1.82,0.22,-2.55
4,-4.42,2.97,-2.28,0.40,0.65,"-1.26"
4,-2.39,6.08,0.52,0.15,0.52,"-0.28"
4,0.26,6.43,2.14,-0.05,0.41,-0.31
4,-0.76,7.54,2.48,-0.09,0.33,-0.08
4,0.16,8.04,2.99,-0.23,0.29,"0.05"
4,0.03,8.46,3.24,-0.16,0.12,0.17
4,1.07,8.39,3.30,-0.16,0.10,0.16
4,0.88,8.69,3.95,-0.13,0.16,"0.18"
4,1.02,8.44,4.29,-0.25,0.11,"0.28"
4,2.01,8.25,4.71,-0.20,0.06,0.17
4,1.58,8.35,4.73,-0.14,0.01,0.07
4,1.67,8.54,4.44,-0.08,0.00,"-0.02"
4,1.36,8.30,4.39,-0.08,0.08,"-0.06"
4,1.14,8.27,4.41,-0.10,0.07,-0.08
4,1.27,8.39,4.30,-0.14,0.01,"-0.05"
4,1.28,8.34,4.51,-0.24,0.13,-0.02
4,1.27,7.93,4.63,-0.20,0.11,0.01
4,1.14,7.68,4.54,0.03,-0.29,"-0.19"
4,0.91,8.51,4.31,0.02,-0.07,"-0.16"
4,0.78,8.43,4.61,-0.01,0.13,-0.05
4,0.47,7.92,4.82,-0.15,0.03,0.06
4,1.22,8.04,4.81,0.00,-0.02,"-0.01"
4,0.94,8.13,4.55,0.01,0.01,-0.06
4,0.76,8.14,4.57,0.03,0.01,-0.07
4,0.76,8.01,4.43,-0.03,-0.04,-0.06
4,0.64,8.13,4.35,-0.05,0.02,-0.04
4,0.68,8.10,4.32,-0.06,-0.05,-0.00
4,0.79,8.14,4.47,-0.10,0.03,"0.01"
