label,ax,ay,az,gx,gy,gz
5,5.59,-1.30,7.77,-0.00,0.06,-0.03
5,6.11,-1.38,7.63,-0.01,-0.00,"-0.02"
5,6.04,-1.16,7.52,-0.01,0.05,"-0.01"
5,5.65,-1.08,7.54,-0.04,0.36,-0.01
5,5.29,-1.25,7.80,-0.10,0.06,"0.07"
5,6.18,-1.42,7.75,-0.09,-0.01,0.07
5,5.96,-1.23,7.88,-0.10,0.06,-0.00
5,6.59,-1.03,8.29,-0.07,0.03,-0.05
5,8.03,-0.08,10.80,-0.21,-0.09,"-0.26"
5,9.20,0.09,14.99,0.15,-0.13,"-0.63"
5,8.85,-2.02,17.62,0.72,0.05,-0.76
5,8.30,-3.12,16.60,1.52,0.37,"-1.01"
5,5.60,-3.67,13.33,2.20,0.27,-0.97
5,4.65,-3.37,9.56,2.48,0.49,-0.73
5,3.20,-2.52,6.55,2.59,1.25,"-0.43"
5,2.68,-1.42,4.34,2.57,2.54,"-0.22"
5,-0.62,0.47,2.96,2.47,3.61,0.68
5,-0.26,1.47,2.09,1.49,2.40,1.79
5,1.46,2.01,1.35,0.74,2.78,2.14
5,0.71,2.27,1.36,0.43,2.07,2.41
5,3.66,2.65,1.77,-0.21,1.41,2.54
5,3.42,2.79,2.30,-0.38,1.47,2.39
5,5.21,2.61,2.31,-0.82,0.92,"2.21"
5,5.71,2.62,3.39,-1.34,0.57,"1.94"
5,5.86,1.86,5.02,-1.70,0.58,1.60
5,6.11,-0.64,4.53,-1.37,-0.38,1.59
5,7.73,-0.86,3.98,-1.72,-0.36,"1.52"
5,9.22,-0.16,3.86,-2.51,0.05,1.16
5,8.59,-6.40,5.85,-3.21,0.49,"1.01"
5,8.85,-6.80,8.42,-3.64,0.55,0.23
5,8.88,-7.02,8.04,-2.77,-1.40,0.35
5,9.73,-10.98,8.15,-3.22,0.79,-0.34
5,9.45,-10.26,9.34,-3.49,-0.46,-0.59
5,7.94,-11.75,9.18,-2.50,0.17,"-0.67"
5,10.02,-10.37,9.23,-2.87,1.00,"-1.45"
5,6.17,-9.57,8.01,-1.67,1.40,-1.54
5,8.89,-10.95,8.32,-1.45,1.69,"-1.77"
5,6.09,-7.89,11.66,-0.69,1.07,-2.20
5,8.27,-8.24,10.49,0.89,0.57,-2.20
5,9.56,-7.10,9.38,0.88,0.67,-1.97
5,10.16,-8.12,7.64,1.08,0.92,"-2.01"
5,9.29,-7.41,6.66,0.85,1.49,-1.95
5,6.80,-7.59,5.55,0.82,1.62,"-1.63"
5,4.94,-6.36,4.01,1.08,1.37,-1.49
5,2.74,-2.74,3.37,0.89,1.06,-1.67
5,2.11,-2.64,3.08,0.71,0.18,"-0.87"
5,2.44,-0.19,2.75,0.92,0.45,-0.90
5,3.55,1.81,3.93,0.04,-0.31,-0.27
5,4.79,1.35,5.72,0.02,0.28,0.06
5,4.34,2.00,6.66,-0.08,-0.03,"0.20"
