label,ax,ay,az,gx,gy,gz
2,4.44,-1.13,8.45,-0.13,0.03,-0.02
2,4.30,-0.90,8.49,-0.06,-0.01,0.00
2,4.83,-0.86,8.49,-0.15,0.06,"0.06"
2,4.68,-1.25,8.72,-0.14,0.05,"-0.01"
2,5.11,-1.24,8.41,-0.18,0.06,-0.05
2,4.17,-0.78,8.62,-0.09,-0.15,"-0.11"
2,4.72,0.74,7.66,-0.14,-0.03,-0.04
2,5.34,1.07,7.58,-0.29,0.08,0.01
2,8.34,0.91,6.84,-0.33,0.52,-0.07
2,10.26,-0.19,7.23,-0.52,-0.37,-0.41
2,12.23,-2.04,7.70,-0.41,0.33,-1.12
2,14.15,-4.38,7.38,-0.68,-0.33,-1.91
2,16.12,-5.68,3.94,-0.56,0.43,-2.60
2,25.67,-13.98,0.64,-1.51,1.35,-4.16
2,20.20,-25.06,4.13,-2.33,3.04,-7.13
2,7.80,-39.38,11.54,-1.26,-1.67,-8.54
2,-3.73,-25.39,11.78,-0.49,-1.71,-8.41
2,-20.37,-17.72,13.66,-1.19,-0.13,-5.52
2,-13.91,-12.19,13.40,-0.89,-0.38,-2.56
2,-9.21,-4.81,13.19,0.16,0.30,"-0.52"
2,3.23,5.88,8.12,0.51,0.40,"1.23"
2,10.00,2.15,6.81,0.55,0.01,0.51
2,3.97,4.89,7.57,-0.11,0.40,0.09
2,5.47,1.92,8.39,-0.18,-0.30,"0.01"
2,2.56,1.19,8.85,-0.09,-0.10,"0.07"
2,2.06,1.25,9.63,-0.01,-0.26,0.44
2,4.94,1.43,8.38,0.23,0.03,0.57
2,5.24,2.31,7.99,0.06,0.04,"0.55"
2,4.58,2.16,8.37,0.12,0.21,"0.57"
2,4.23,2.15,8.08,0.05,0.09,0.52
2,4.53,1.72,8.33,-0.02,0.06,"0.49"
2,4.49,1.39,8.83,-0.00,0.17,"0.46"
2,4.56,1.96,8.66,0.05,0.18,"0.44"
2,4.35,1.95,8.49,0.05,0.23,0.43
2,4.52,1.65,8.56,-0.01,0.23,"0.41"
2,4.27,1.99,8.26,0.05,0.16,0.27
2,4.14,1.83,8.49,0.05,0.08,"0.21"
2,3.88,1.45,8.74,0.03,-0.00,0.24
2,3.89,1.14,8.83,0.02,-0.00,0.25
2,3.76,1.42,8.50,0.03,0.13,"0.34"
2,4.33,1.71,8.45,-0.01,0.22,0.37
2,4.02,1.68,8.55,0.09,0.25,0.32
2,3.42,1.25,9.00,0.21,-0.01,0.28
2,3.45,1.90,8.73,0.21,-0.22,"0.34"
2,4.69,2.07,8.56,0.14,-0.07,0.48
2,3.35,1.85,9.73,0.10,0.45,0.46
2,3.42,1.25,8.45,0.32,0.47,0.29
2,3.70,2.46,7.01,0.31,0.12,0.32
2,3.47,3.46,7.30,0.03,-0.10,"0.36"
2,4.11,2.12,8.66,-0.24,-0.53,"0.34"
