label,ax,ay,az,gx,gy,gz
5,5.84,-1.87,7.63,-0.05,0.03,-0.00
5,5.95,-1.82,7.78,-0.05,0.02,"-0.02"
5,5.86,-1.88,7.85,-0.01,-0.05,"-0.03"
5,5.88,-2.00,7.74,-0.04,0.02,-0.04
5,5.71,-1.97,7.66,-0.05,-0.01,-0.07
5,5.60,-1.95,7.67,-0.06,0.11,"-0.07"
5,5.57,-1.88,7.87,-0.08,-0.02,-0.04
5,5.75,-1.34,8.51,-0.12,0.09,-0.05
5,7.20,-0.82,10.57,-0.11,-0.09,-0.20
5,7.45,-1.26,13.91,0.14,0.63,"-0.44"
5,5.75,-2.61,16.65,0.78,0.15,-0.35
5,5.80,-3.79,15.35,1.74,0.24,"-0.34"
5,3.88,-4.11,13.11,2.36,0.51,-0.22
5,2.78,-4.13,10.84,2.48,0.61,"0.19"
5,2.25,-4.01,8.43,2.66,1.10,0.60
5,1.55,-2.67,6.26,2.49,1.52,"0.98"
5,0.78,-2.07,4.22,2.18,1.50,1.64
5,3.32,-1.18,2.08,1.64,1.99,2.15
5,2.99,-0.31,2.25,0.61,2.75,2.34
5,2.23,0.40,2.51,0.13,1.75,2.69
5,4.83,0.23,2.52,-0.35,0.93,2.88
5,6.85,0.87,2.46,-0.72,-0.01,2.78
5,8.41,0.29,1.91,-0.86,0.62,"2.39"
5,7.29,-0.67,2.87,-1.63,0.40,1.94
5,8.60,-1.71,3.79,-1.84,0.46,"1.58"
5,7.47,-3.08,4.64,-2.26,-0.26,1.19
5,9.76,-3.90,5.93,-2.70,-0.17,"1.12"
5,10.06,-8.89,7.78,-3.00,0.47,0.40
5,9.43,-7.84,9.79,-3.45,0.63,"-0.29"
5,7.93,-9.11,11.44,-2.86,0.79,-1.01
5,5.29,-10.61,10.59,-1.95,0.60,"-1.25"
5,8.49,-9.74,8.52,-2.09,0.50,-1.55
5,5.20,-10.73,7.49,-1.49,1.68,-2.17
5,5.90,-10.62,8.26,-1.43,1.67,"-2.40"
5,4.27,-6.95,8.86,-0.57,1.22,"-2.41"
5,6.96,-7.73,11.32,-0.60,0.66,-2.07
5,8.79,-8.58,12.92,0.32,0.78,-2.34
5,8.60,-9.11,12.44,0.94,0.63,-2.39
5,8.29,-8.29,9.91,0.97,1.08,"-2.31"
5,5.17,-8.85,6.76,1.23,1.49,-1.72
5,2.04,-6.00,3.88,1.33,0.84,-1.33
5,1.63,-4.56,1.83,1.34,0.70,-1.19
5,1.34,-1.82,1.75,0.98,0.50,-0.79
5,2.15,0.19,2.68,0.25,0.25,-0.43
5,3.95,0.83,4.72,-0.24,0.29,"0.00"
5,4.78,-0.01,6.46,-0.40,0.32,"0.11"
5,4.92,0.34,7.69,-0.37,0.05,0.12
5,5.31,0.20,8.15,-0.29,-0.13,0.11
5,5.75,0.76,8.10,-0.17,-0.13,0.16
5,5.80,0.67,8.15,-0.14,-0.16,"0.12"
