label,ax,ay,az,gx,gy,gz
4,3.95,-9.12,1.76,0.02,-0.04,0.04
4,3.79,-9.13,1.76,-0.01,0.00,0.05
4,3.93,-9.05,1.80,-0.06,0.04,"0.08"
4,3.84,-9.15,1.89,-0.06,0.07,"0.06"
4,4.02,-9.17,1.81,-0.06,0.02,0.02
4,3.70,-9.05,1.87,-0.06,0.01,-0.02
4,3.86,-9.04,2.01,-0.06,-0.01,-0.01
4,4.52,-9.02,2.67,-0.03,-0.10,-0.06
4,4.49,-8.44,3.04,0.08,-0.17,-0.03
4,7.59,-8.94,3.55,-0.14,0.18,-0.12
4,6.87,-9.66,4.40,0.49,-0.09,"-0.68"
4,7.09,-9.29,4.62,0.67,-0.40,-0.99
4,7.51,-8.07,3.80,0.78,-0.04,"-1.04"
4,8.60,-7.96,2.72,0.85,-0.14,-1.15
4,10.66,-7.87,3.55,0.74,0.00,"-1.45"
4,13.57,-8.25,5.77,0.78,0.15,-1.83
4,17.49,-10.63,9.99,1.13,-0.15,-2.51
4,24.23,-14.43,14.33,1.65,-1.03,-3.74
4,26.91,-19.39,11.59,2.89,-2.00,-5.92
4,24.56,-25.09,5.83,2.05,-0.93,-7.69
4,17.27,-31.26,-2.05,0.79,-0.41,-8.73
4,-1.12,-28.81,-7.83,0.34,0.66,-8.73
4,-13.06,-17.91,-6.07,-0.07,0.52,-7.48
4,-23.90,-6.23,-2.41,-0.67,-0.75,-5.42
4,-18.24,0.64,1.11,-0.84,-0.76,-1.97
4,-12.33,2.92,5.03,-0.53,-0.18,-0.33
4,-6.01,5.34,5.65,-0.69,0.20,0.46
4,-5.84,5.10,6.03,-0.17,0.34,0.24
4,-5.76,7.09,4.54,0.05,-0.01,0.22
4,-5.34,7.39,4.11,0.20,0.26,0.14
4,-4.77,7.36,2.61,0.28,-0.32,0.09
4,-4.18,6.60,2.46,0.11,-0.04,"-0.15"
4,-5.79,5.92,3.02,-0.03,-0.12,-0.24
4,-6.32,6.17,3.31,0.01,-0.07,-0.11
4,-6.36,6.22,3.48,-0.06,0.04,0.11
4,-5.40,6.69,3.00,-0.10,-0.02,"0.24"
4,-5.12,6.43,3.19,-0.12,0.11,0.17
4,-5.29,6.51,3.06,-0.11,-0.04,0.10
4,-4.84,6.33,3.20,-0.10,0.04,"0.02"
4,-5.16,6.57,3.11,-0.19,-0.22,"0.03"
4,-5.90,6.18,3.17,-0.18,-0.24,-0.04
4,-5.18,6.42,3.71,-0.19,-0.22,"0.00"
4,-5.40,6.83,3.87,-0.03,-0.19,0.00
4,-5.06,6.94,3.92,-0.05,-0.16,"-0.01"
4,-4.71,6.44,3.84,-0.12,-0.19,0.01
4,-4.70,6.43,3.87,-0.22,-0.01,-0.04
4,-5.45,6.35,4.23,-0.19,-0.17,"-0.04"
4,-5.34,6.08,4.39,-0.17,-0.07,-0.02
4,-5.38,6.17,4.57,-0.08,0.03,0.03
4,-5.67,6.27,4.43,-0.03,-0.09,"0.10"
