label,ax,ay,az,gx,gy,gz
6,3.62,0.10,8.83,0.14,-0.03,0.04
6,3.68,0.20,8.73,0.01,0.06,"0.04"
6,3.28,0.05,8.87,-0.04,0.03,0.04
6,3.61,0.01,8.86,-0.07,0.11,0.06
6,3.51,-0.12,8.87,-0.03,0.11,"0.13"
6,3.45,-0.08,8.90,0.02,-0.00,"0.12"
6,4.25,0.05,9.03,-0.06,-0.04,0.17
6,4.24,0.01,9.15,0.03,-0.03,0.11
6,3.71,0.76,9.01,-0.01,0.00,"0.03"
6,2.55,3.07,8.82,-0.34,-0.31,"0.18"
6,4.14,5.77,9.00,-0.56,-0.05,-0.07
6,3.45,7.85,9.50,-0.09,0.47,-1.06
6,3.07,14.67,10.60,-0.21,0.18,-1.52
6,1.83,20.15,11.36,0.36,1.45,-2.07
6,-6.94,10.85,2.22,2.60,2.78,"-0.53"
6,-1.66,-34.28,14.44,-7.74,-0.35,"4.18"
6,41.67,-12.89,11.03,1.26,-3.67,0.66
6,-4.07,-10.79,3.63,2.93,5.23,-2.58
6,-10.90,2.11,11.63,2.50,-0.18,"1.74"
6,3.47,-2.39,7.53,-0.18,0.76,-0.45
6,0.02,-0.59,8.09,0.03,0.23,"-0.71"
6,-0.36,1.06,8.29,-0.31,0.08,-0.22
6,0.86,0.41,8.78,-0.32,0.17,0.05
6,0.12,0.25,9.73,-0.26,0.15,"-0.03"
6,1.33,0.06,10.08,-0.22,-0.10,"0.06"
6,1.01,0.18,9.80,-0.20,0.20,0.11
6,1.37,0.16,9.58,0.02,-0.08,-0.01
6,0.81,-0.38,9.67,-0.06,0.08,"0.02"
6,1.30,-0.25,9.62,-0.10,0.18,"0.01"
6,1.18,0.16,9.34,-0.03,-0.04,-0.01
6,0.14,-0.14,9.20,-0.06,0.04,0.05
6,1.09,-0.37,9.49,-0.14,-0.00,0.08
6,1.36,-0.13,9.04,-0.11,-0.02,0.01
6,0.71,-0.37,9.29,-0.07,-0.05,0.06
6,0.64,-0.28,9.45,-0.07,0.08,0.01
6,1.22,-0.04,9.41,-0.14,0.02,0.07
6,1.29,-0.36,9.60,-0.03,-0.12,0.03
6,0.34,-0.26,9.58,-0.03,0.02,-0.03
6,1.57,-0.02,9.33,-0.11,0.03,0.05
6,0.94,-0.10,9.56,-0.07,-0.08,"0.03"
6,1.34,-0.17,9.39,0.00,-0.00,-0.02
6,0.81,-0.15,9.33,-0.12,0.18,"-0.07"
6,0.95,-0.35,9.36,-0.11,-0.01,0.06
6,1.01,-0.79,9.38,-0.12,-0.06,0.04
6,1.07,-0.38,9.36,-0.13,0.20,0.05
6,0.94,-0.22,9.30,-0.02,-0.05,0.02
6,0.47,-0.43,9.50,-0.09,0.09,0.06
6,1.27,-0.41,9.60,-0.05,0.16,0.04
6,0.67,-0.29,9.41,-0.04,-0.02,0.04
6,0.89,-0.43,9.60,-0.01,0.02,"0.01"
