label,ax,ay,az,gx,gy,gz
0,8.43,-3.23,4.67,-0.05,0.04,0.04
0,8.40,-3.19,4.71,-0.05,-0.03,"-0.00"
0,8.35,-3.06,4.62,-0.01,-0.00,"0.01"
0,8.34,-3.01,4.56,-0.05,-0.03,0.03
0,8.50,-3.06,4.58,-0.03,0.03,0.02
0,8.44,-3.10,4.66,-0.05,0.01,0.02
0,8.40,-3.05,4.62,-0.03,0.02,0.00
0,8.45,-3.09,4.63,-0.04,-0.00,"0.00"
0,8.37,-3.01,4.60,-0.05,0.02,0.02
0,8.41,-3.06,4.60,-0.04,0.00,0.02
0,8.47,-3.07,4.62,-0.06,0.05,0.00
0,8.35,-3.07,4.58,-0.05,-0.01,0.00
0,8.40,-3.02,4.57,-0.05,0.02,0.02
0,8.39,-3.02,4.54,-0.08,-0.02,0.04
0,8.53,-3.11,4.66,-0.04,0.04,0.01
0,8.45,-3.03,4.59,-0.06,-0.03,0.00
0,8.27,-3.02,4.63,-0.04,0.05,0.01
0,8.51,-3.11,4.61,-0.07,0.04,0.03
0,8.32,-3.20,4.71,-0.05,0.04,0.02
0,8.44,-3.10,4.62,-0.05,-0.02,0.02
0,8.27,-2.99,4.53,-0.06,0.02,"0.04"
0,8.52,-3.16,4.68,-0.06,0.05,"0.06"
0,8.65,-3.24,4.74,-0.05,0.04,0.02
0,8.50,-3.09,4.58,-0.03,-0.01,"-0.01"
0,8.31,-3.08,4.63,-0.06,0.04,-0.00
0,8.39,-3.07,4.65,-0.05,0.02,0.00
0,8.36,-3.07,4.65,-0.05,0.02,0.01
0,8.43,-3.08,4.64,-0.05,0.01,-0.00
0,8.39,-3.10,4.68,-0.05,0.03,0.00
0,8.42,-3.11,4.69,-0.08,0.02,0.00
0,8.22,-3.07,4.69,-0.05,0.01,-0.00
0,8.37,-3.12,4.72,-0.04,0.05,"0.01"
0,8.37,-3.05,4.61,-0.05,-0.00,"0.02"
0,8.32,-3.11,4.67,-0.04,0.05,0.02
0,8.36,-3.11,4.59,-0.06,-0.01,"0.03"
0,8.25,-3.06,4.65,-0.07,0.03,0.04
0,8.47,-3.07,4.63,-0.06,-0.01,0.02
0,8.47,-3.13,4.72,-0.08,0.05,0.03
0,8.33,-3.08,4.71,-0.07,-0.02,0.01
0,8.41,-3.06,4.69,-0.08,0.03,0.02
0,8.45,-3.13,4.76,-0.07,-0.01,"0.00"
0,8.25,-3.16,4.74,-0.04,0.00,"-0.00"
0,8.34,-3.04,4.64,-0.04,-0.01,"0.00"
0,8.37,-3.12,4.63,-0.05,0.04,0.02
0,8.45,-3.14,4.63,-0.07,-0.01,0.01
0,8.33,-3.14,4.64,-0.07,0.02,"0.01"
0,8.29,-3.11,4.70,-0.06,-0.02,0.01
0,8.43,-3.15,4.68,-0.06,0.01,0.02
0,8.34,-3.10,4.66,-0.05,-0.01,"0.01"
0,8.49,-3.15,4.63,-0.06,0.03,"0.02"
