label,ax,ay,az,gx,gy,gz
6,6.75,1.94,6.76,-0.09,0.17,0.01
6,6.08,2.47,6.75,-0.03,0.15,0.13
6,6.55,2.26,6.62,-0.03,0.04,"0.16"
6,7.11,2.30,6.42,0.05,0.10,"0.13"
6,7.01,2.07,6.48,0.02,-0.02,0.06
6,7.50,1.99,6.57,-0.03,0.02,0.02
6,7.32,1.83,6.68,-0.07,-0.06,-0.04
6,7.06,1.95,6.65,-0.06,0.00,"-0.10"
6,7.06,1.92,6.71,-0.10,0.03,-0.08
6,6.86,2.04,6.58,-0.05,0.03,"-0.07"
6,7.04,1.93,6.79,-0.13,0.12,0.01
6,7.68,2.08,6.99,-0.09,0.12,"-0.04"
6,7.62,2.32,7.33,-0.14,0.26,-0.16
6,7.39,2.73,7.82,-0.26,0.30,-0.14
6,7.07,3.98,8.23,-0.44,0.57,-0.13
6,6.02,5.69,8.62,-1.00,0.97,-0.17
6,3.95,8.83,7.10,-0.84,1.24,"-0.42"
6,1.63,18.59,4.40,-1.00,1.43,"-1.21"
6,0.74,25.79,0.80,-0.84,0.37,-1.29
6,-3.14,5.26,2.82,0.47,0.75,-0.02
6,-0.72,-17.90,4.91,-2.18,4.27,"3.41"
6,-4.38,-44.34,23.77,-5.25,0.71,4.83
6,17.40,2.19,13.45,2.06,-6.04,-1.01
6,-2.23,-5.60,4.77,1.46,5.17,-1.29
6,0.76,-1.23,8.49,-0.82,-1.54,-0.15
6,2.93,-1.36,9.08,0.01,0.61,"-0.09"
6,2.01,-1.87,9.17,-0.22,-0.51,"-0.22"
6,2.49,-1.35,9.40,-0.08,0.13,-0.16
6,2.58,-1.75,9.64,-0.26,-0.07,"0.11"
6,3.30,-1.60,9.53,-0.10,0.11,-0.04
6,3.32,-1.34,9.40,-0.17,-0.35,"-0.12"
6,3.22,-1.92,8.93,0.10,-0.06,-0.20
6,3.23,-1.36,8.96,-0.18,-0.07,0.02
6,3.56,-1.38,9.32,0.02,0.12,-0.07
6,3.02,-1.00,8.78,0.02,0.04,"-0.09"
6,2.96,-1.43,8.78,-0.02,0.17,-0.04
6,2.83,-1.53,8.90,-0.16,-0.01,"0.07"
6,3.04,-1.58,9.19,-0.05,-0.11,-0.02
6,3.02,-1.50,9.05,-0.04,0.06,-0.09
6,2.54,-1.69,9.11,-0.02,0.11,-0.03
6,2.82,-1.52,8.91,-0.08,-0.14,0.02
6,2.88,-1.55,8.84,-0.03,-0.03,"-0.02"
6,2.81,-1.49,8.97,-0.13,0.19,0.00
6,2.79,-1.74,9.29,-0.08,-0.00,"0.01"
6,2.95,-1.50,8.90,-0.06,-0.01,-0.03
6,2.69,-1.56,9.01,-0.04,0.07,"0.02"
6,2.78,-1.63,9.03,-0.05,0.03,0.04
6,2.98,-1.73,8.99,-0.10,-0.01,"0.06"
6,2.86,-1.80,9.16,-0.08,0.03,-0.00
6,2.51,-1.69,9.29,-0.03,0.11,"0.05"
