label,ax,ay,az,gx,gy,gz
2,5.94,-1.67,7.61,-0.04,0.04,0.05
2,5.94,-1.58,7.54,-0.01,-0.02,"0.06"
2,6.06,-1.68,7.58,-0.03,0.01,"0.06"
2,6.03,-1.48,7.54,-0.04,0.03,0.05
2,6.13,-1.48,7.45,-0.03,-0.01,"0.06"
2,6.22,-1.40,7.42,-0.07,-0.01,"0.06"
2,6.09,-1.42,7.77,-0.12,0.06,0.04
2,6.35,-1.24,7.80,-0.03,-0.02,0.04
2,6.54,-0.20,7.51,-0.08,0.07,0.03
2,8.69,2.69,7.49,-0.27,0.21,0.10
2,10.01,1.29,7.55,-0.19,0.77,"-0.24"
2,14.88,0.15,5.50,-0.08,0.10,"-0.99"
2,12.90,-0.95,3.75,-0.40,0.67,-2.09
2,13.97,-2.36,1.68,-0.66,0.36,"-2.86"
2,13.44,-5.16,0.38,-1.62,0.36,-3.60
2,9.52,-10.66,-2.44,-1.79,-0.53,-3.96
2,15.36,-13.35,-2.52,-4.12,-0.66,-4.11
2,17.59,-25.02,9.96,-4.69,-0.39,-5.96
2,9.65,-25.61,16.98,-1.69,0.77,-6.79
2,-4.89,-15.66,14.92,-0.97,0.78,"-5.38"
2,-11.01,-6.13,9.79,-0.35,0.19,-3.27
2,-7.35,2.05,9.40,-0.14,-0.06,1.49
2,7.06,1.41,6.89,-0.49,1.82,0.92
2,4.92,2.66,9.65,-0.15,-1.53,0.65
2,6.83,1.25,9.51,0.43,0.52,0.46
2,5.02,1.41,7.60,0.30,0.50,0.35
2,4.84,1.69,7.24,0.18,0.19,"0.29"
2,4.19,1.38,7.83,0.07,0.17,0.31
2,5.17,1.59,8.19,0.07,-0.17,"0.26"
2,5.43,1.50,8.39,0.15,0.02,0.22
2,5.48,1.46,8.01,0.10,0.19,"0.15"
2,5.03,1.43,7.90,0.11,0.06,0.09
2,4.36,1.54,8.33,0.03,0.04,0.09
2,5.21,1.55,8.03,0.05,0.04,"0.14"
2,5.49,1.45,7.91,0.03,0.10,"0.03"
2,4.37,1.48,8.15,0.03,-0.04,-0.02
2,5.01,1.55,8.07,-0.03,0.07,"0.06"
2,4.81,1.78,8.11,-0.07,-0.05,0.05
2,5.32,1.58,7.98,-0.04,-0.11,-0.01
2,4.61,1.60,8.18,-0.02,-0.09,0.01
2,5.41,1.61,7.92,-0.03,-0.03,0.02
2,4.99,1.62,8.08,-0.02,0.00,"0.01"
2,5.03,1.64,8.04,-0.03,0.00,0.01
2,5.08,1.60,8.11,-0.05,-0.00,-0.01
2,4.97,1.56,8.11,-0.04,0.03,0.02
2,4.94,1.53,8.11,-0.04,0.00,"0.02"
2,5.13,1.63,8.03,-0.09,0.06,0.04
2,5.04,1.74,8.11,-0.05,0.01,0.03
2,5.01,1.51,8.16,-0.08,0.04,0.04
2,5.09,1.64,8.02,-0.04,0.01,"0.01"
