label,ax,ay,az,gx,gy,gz
6,3.88,-0.14,8.84,-0.08,0.01,0.04
6,4.01,-0.34,9.03,0.01,0.17,"0.02"
6,3.64,-0.06,8.83,0.01,-0.02,"0.11"
6,3.85,0.04,8.73,-0.01,0.06,0.12
6,3.76,0.04,8.80,-0.06,0.06,0.13
6,3.81,0.02,8.75,-0.07,-0.03,"0.07"
6,3.68,-0.25,8.94,-0.11,0.04,0.11
6,4.11,-0.09,8.86,-0.06,0.04,"0.13"
6,4.19,0.20,9.10,-0.11,0.02,0.07
6,3.65,1.29,9.26,-0.07,-0.09,"0.03"
6,2.79,4.01,9.31,0.07,0.12,0.29
6,2.19,9.52,9.76,0.17,0.60,0.24
6,5.87,17.89,10.33,0.16,0.38,-0.05
6,6.61,18.09,6.10,1.47,1.23,"-0.18"
6,-11.54,-0.29,2.44,0.40,-1.06,0.04
6,-3.93,-46.03,10.36,-3.99,2.08,5.28
6,23.38,-11.73,12.22,-0.64,-0.06,0.18
6,-6.92,-3.07,5.80,0.88,0.74,-0.98
6,0.25,-2.28,7.84,-0.38,0.48,"-0.14"
6,2.31,-3.05,10.09,-0.29,0.40,"-0.14"
6,0.69,-1.24,10.16,0.20,-0.14,-0.35
6,2.24,-1.52,9.39,0.05,-0.20,"-0.19"
6,0.91,-1.42,9.83,0.10,0.16,-0.21
6,1.93,-1.21,9.45,0.00,-0.15,-0.09
6,1.95,-1.33,9.63,-0.04,0.12,-0.09
6,2.12,-1.31,9.43,0.11,0.10,-0.01
6,1.62,-1.02,9.28,0.03,-0.03,-0.06
6,1.61,-0.95,9.17,0.10,0.04,-0.05
6,1.91,-1.12,9.16,-0.02,-0.20,"-0.08"
6,1.92,-0.96,9.16,-0.03,0.05,-0.06
6,2.56,-1.10,9.24,0.11,0.42,-0.23
6,0.61,-0.75,8.79,0.04,0.00,"-0.27"
6,1.49,-0.92,9.06,-0.19,-0.08,"-0.02"
6,1.12,-0.77,9.33,-0.07,-0.07,-0.08
6,1.68,-1.22,9.56,-0.20,0.01,-0.04
6,1.92,-0.92,9.41,-0.05,-0.12,"0.01"
6,1.56,-1.21,9.51,-0.08,0.01,"0.01"
6,2.48,-1.15,9.08,-0.02,0.28,-0.06
6,1.68,-1.07,9.26,-0.07,-0.03,-0.07
6,1.29,-0.98,9.32,-0.06,-0.13,"-0.03"
6,1.72,-1.05,9.40,-0.06,0.03,"-0.06"
6,1.75,-1.08,9.57,-0.06,-0.09,0.01
6,1.44,-0.97,9.58,-0.05,-0.02,0.04
6,2.00,-1.16,9.45,0.01,0.01,0.01
6,2.15,-1.06,9.18,-0.05,0.02,"0.05"
6,1.61,-1.01,9.22,0.00,-0.05,"0.03"
6,1.86,-1.09,9.14,-0.05,0.07,0.05
6,2.04,-1.03,9.13,-0.03,0.02,"0.02"
6,1.60,-1.08,9.12,-0.09,-0.04,0.04
6,1.66,-1.00,9.17,-0.03,0.05,"0.05"
