label,ax,ay,az,gx,gy,gz
6,3.90,0.61,8.94,-0.12,0.08,0.04
6,3.49,0.50,9.10,-0.09,0.14,"-0.02"
6,3.30,0.49,8.94,-0.05,0.01,"-0.07"
6,3.01,0.49,8.92,-0.08,0.04,"-0.02"
6,3.07,0.60,8.71,-0.11,-0.01,0.00
6,3.06,0.49,8.95,-0.12,0.04,0.02
6,3.39,0.40,9.16,-0.14,0.04,0.03
6,3.63,0.19,9.24,-0.15,-0.03,0.04
6,3.50,0.43,9.23,-0.09,0.04,-0.01
6,3.13,0.92,9.32,-0.09,-0.10,"-0.06"
6,2.81,2.33,9.41,-0.17,-0.04,"-0.14"
6,1.92,5.51,10.17,-0.30,0.32,-0.31
6,0.59,10.47,12.29,-0.33,0.80,-0.84
6,-1.13,24.22,13.12,0.03,1.89,"-1.22"
6,-10.25,23.80,1.33,2.40,0.62,"-0.69"
6,-10.27,-25.15,4.36,-2.20,3.39,4.48
6,32.64,-54.06,10.74,-3.23,-4.80,1.76
6,-6.53,-8.48,4.33,1.39,3.08,"-2.24"
6,3.19,-2.60,7.71,-1.59,-0.46,"0.38"
6,-2.43,-1.90,8.18,-0.27,0.21,-0.45
6,-0.78,-1.36,9.66,-0.45,0.12,"-0.17"
6,0.71,-1.21,10.50,-0.26,-0.01,-0.16
6,0.16,-1.79,10.76,0.01,0.09,-0.28
6,0.11,-1.16,10.17,-0.10,-0.01,"-0.04"
6,-0.31,-0.96,10.07,0.06,0.25,-0.13
6,0.59,-1.45,9.73,0.17,-0.06,-0.07
6,0.31,-1.22,9.08,0.14,0.03,0.00
6,0.24,-1.11,9.36,0.01,0.06,"0.00"
6,-0.09,-0.77,9.17,0.13,-0.26,-0.02
6,0.46,-0.92,9.04,0.02,0.18,-0.02
6,0.53,-0.85,8.95,-0.03,0.01,"0.01"
6,0.35,-0.56,9.00,-0.07,-0.04,"0.02"
6,0.18,-0.89,9.23,-0.08,0.03,0.04
6,0.71,-0.85,9.58,-0.11,0.00,0.04
6,0.29,-1.09,9.69,-0.07,-0.07,0.04
6,0.77,-1.24,9.68,0.00,0.11,-0.03
6,0.46,-1.19,9.57,0.03,-0.31,-0.00
6,0.05,-0.74,9.22,0.06,-0.01,"-0.13"
6,0.27,-0.57,9.26,-0.07,-0.04,0.04
6,0.94,-0.70,9.60,-0.03,0.01,0.04
6,0.93,-0.69,9.29,-0.02,-0.04,0.03
6,0.34,-0.71,9.29,-0.00,0.02,-0.03
6,0.60,-0.64,9.31,-0.05,0.07,"-0.02"
6,0.62,-0.68,9.22,-0.03,-0.02,0.00
6,0.45,-0.76,9.32,-0.06,-0.01,"0.00"
6,0.79,-0.69,9.34,-0.08,0.08,-0.01
6,0.65,-0.74,9.17,-0.05,-0.01,"0.00"
6,0.07,-0.93,9.56,-0.05,0.03,0.00
6,0.86,-0.74,9.38,-0.10,0.07,0.00
6,0.16,-0.78,9.41,-0.04,-0.06,"0.03"
