label,ax,ay,az,gx,gy,gz
4,2.37,-9.70,1.30,-0.07,0.06,0.02
4,2.56,-9.51,1.24,-0.06,0.10,"-0.02"
4,2.67,-9.43,1.38,-0.12,0.21,"-0.02"
4,2.87,-9.74,1.45,-0.12,0.07,-0.12
4,3.31,-9.51,1.32,-0.15,0.24,-0.16
4,3.45,-9.68,1.61,-0.13,0.21,"-0.32"
4,4.30,-8.86,2.02,-0.13,0.21,-0.39
4,5.72,-9.24,2.13,0.01,0.30,-0.55
4,6.40,-9.20,2.65,0.00,0.91,-0.72
4,5.88,-9.68,2.56,0.25,0.92,-0.90
4,6.24,-10.74,2.77,0.37,0.94,-1.11
4,5.32,-9.85,2.87,0.57,0.81,-1.26
4,5.15,-10.33,2.78,0.66,0.54,-1.16
4,5.39,-10.36,3.25,0.54,-0.08,-1.14
4,7.77,-10.00,3.19,0.83,-0.39,-1.32
4,8.16,-10.75,3.61,0.83,0.81,-1.62
4,7.46,-10.02,5.73,0.71,0.12,-1.88
4,9.52,-9.34,6.54,1.11,-0.01,-2.21
4,8.97,-8.40,6.49,1.38,-0.15,"-2.41"
4,8.73,-8.27,6.45,1.48,-0.60,"-2.60"
4,10.40,-6.17,5.44,1.36,-1.14,"-2.97"
4,10.93,-3.62,4.64,1.43,-0.15,"-3.04"
4,10.90,-1.88,6.69,1.12,0.44,-2.96
4,11.58,-3.05,5.92,1.34,0.11,-3.19
4,11.02,-5.20,1.43,1.09,-0.25,-4.01
4,5.57,-2.62,0.84,0.99,0.61,-4.79
4,-1.11,-2.48,-0.79,1.13,0.95,-4.78
4,-4.79,1.01,-1.76,1.48,0.89,-4.15
4,-8.24,3.59,-1.73,0.49,0.47,-3.31
4,-10.18,6.31,-1.45,0.18,0.30,-2.17
4,-9.72,6.93,-0.13,-0.27,-0.05,-1.03
4,-6.76,7.42,0.91,-0.25,-0.14,-0.10
4,-5.24,8.09,1.66,-0.26,-0.11,0.21
4,-3.69,8.24,2.42,-0.20,0.03,0.34
4,-2.59,7.92,2.66,-0.22,-0.13,0.23
4,-2.04,8.49,3.05,-0.31,0.16,-0.01
4,-3.88,8.99,3.12,-0.02,0.05,-0.05
4,-3.18,8.94,2.47,0.08,-0.32,-0.08
4,-3.11,8.58,2.05,0.02,-0.09,"-0.11"
4,-3.69,8.32,2.16,-0.04,0.02,"-0.13"
4,-3.98,7.98,2.55,-0.19,-0.06,-0.06
4,-3.74,7.81,2.63,-0.11,-0.01,"0.01"
4,-3.89,7.94,2.78,-0.12,0.03,0.10
4,-3.11,7.93,2.91,-0.13,0.04,"0.13"
4,-3.44,8.24,2.87,-0.08,0.01,0.10
4,-2.80,8.41,2.80,-0.16,-0.03,"0.06"
4,-3.34,8.04,2.92,-0.12,-0.10,-0.00
4,-3.12,7.86,2.96,-0.11,0.02,"-0.01"
4,-3.42,7.86,2.85,-0.16,-0.12,-0.01
4,-3.17,8.26,2.77,-0.18,-0.08,"0.03"
