label,ax,ay,az,gx,gy,gz
4,3.62,-8.95,2.52,-0.04,0.09,-0.04
4,3.60,-9.03,2.54,-0.06,0.10,-0.03
4,3.79,-9.03,2.47,-0.05,0.08,-0.06
4,3.68,-9.06,2.56,-0.09,0.14,-0.10
4,3.57,-9.00,2.71,-0.06,0.12,-0.12
4,3.87,-9.05,3.19,-0.04,0.08,-0.14
4,3.90,-8.56,4.65,0.09,0.05,-0.30
4,4.61,-8.80,5.96,0.34,0.00,-0.25
4,5.94,-8.95,6.75,0.54,0.13,-0.38
4,6.51,-8.52,6.77,0.98,0.30,-0.72
4,7.35,-8.60,6.70,1.14,0.58,-0.90
4,6.84,-7.46,7.39,1.40,0.42,-0.99
4,8.24,-8.46,8.48,1.81,0.28,-1.14
4,9.70,-8.92,11.00,1.86,-0.05,-1.33
4,12.21,-10.87,12.71,2.61,-0.06,-1.95
4,12.34,-11.20,14.52,2.96,0.04,-3.00
4,10.96,-10.07,14.48,3.76,-0.20,"-3.14"
4,13.91,-12.31,12.62,4.16,-0.21,"-3.66"
4,10.49,-11.02,5.95,4.48,-0.19,-4.41
4,6.43,-9.57,0.37,3.72,0.43,-4.86
4,-1.08,-7.02,-3.25,3.24,0.48,"-4.76"
4,-5.49,-1.72,-5.47,2.31,0.03,-3.93
4,-8.40,1.27,-5.61,1.27,0.16,"-2.84"
4,-9.32,3.50,-5.50,0.78,-0.00,-1.71
4,-8.96,4.96,-4.41,0.10,-0.22,-0.75
4,-7.59,6.14,-3.39,0.03,-0.28,"-0.14"
4,-5.61,7.34,-2.21,-0.42,0.40,"0.24"
4,-5.24,7.77,-0.54,-0.71,-0.05,0.43
4,-3.18,8.48,0.71,-0.78,0.04,0.30
4,-3.24,8.89,1.00,-0.59,0.43,"0.26"
4,-3.86,8.88,1.41,-0.48,1.06,"0.38"
4,-3.76,8.88,1.39,-0.49,-0.04,0.04
4,-1.93,8.84,0.91,-0.44,-0.22,"-0.32"
4,-3.53,8.38,1.24,-0.47,-0.21,-0.29
4,-4.21,8.26,2.34,-0.47,-0.32,"-0.21"
4,-4.30,8.30,2.54,-0.34,-0.36,-0.09
4,-4.14,8.28,2.41,-0.29,-0.18,"-0.06"
4,-4.13,7.70,2.94,-0.32,-0.02,-0.04
4,-3.95,8.18,2.92,-0.26,-0.11,-0.05
4,-4.04,8.05,2.85,-0.12,-0.23,"0.02"
4,-3.73,7.78,2.72,-0.04,-0.18,-0.00
4,-3.63,7.83,2.64,-0.06,-0.22,-0.07
4,-3.99,7.84,2.93,-0.12,-0.10,-0.09
4,-4.41,7.80,2.82,-0.05,-0.08,-0.06
4,-4.17,7.73,2.66,-0.05,-0.06,-0.02
4,-3.98,7.64,2.89,-0.06,-0.03,"-0.01"
4,-3.98,7.95,2.62,-0.05,-0.06,0.03
4,-4.19,7.84,2.77,-0.03,-0.01,0.05
4,-3.61,7.84,2.75,-0.08,-0.06,0.02
4,-3.86,8.01,2.60,-0.04,-0.01,"-0.02"
