label,ax,ay,az,gx,gy,gz
5,3.92,-1.56,8.92,-0.08,0.03,-0.00
5,3.68,-1.66,8.89,-0.02,0.01,"-0.07"
5,3.59,-1.51,8.68,-0.06,0.03,"-0.08"
5,3.34,-1.36,8.57,-0.08,0.01,-0.07
5,3.40,-1.66,8.86,-0.11,0.01,-0.01
5,3.73,-1.58,8.81,-0.07,0.03,-0.03
5,3.88,-1.45,8.86,-0.04,-0.04,-0.03
5,4.43,-1.10,8.96,-0.10,0.04,"-0.08"
5,5.79,1.39,10.05,-0.35,0.04,-0.23
5,5.71,0.79,14.90,-0.27,0.86,"-0.62"
5,2.77,-1.30,17.17,0.38,1.10,-0.54
5,3.76,-3.61,15.77,1.20,1.09,"-0.57"
5,-0.05,-4.39,14.79,1.59,1.00,-0.44
5,-1.02,-5.17,13.87,2.15,0.17,0.03
5,0.30,-4.86,11.64,2.28,0.71,"0.38"
5,-0.74,-4.18,9.73,2.29,1.48,"0.76"
5,-0.87,-2.64,6.60,2.35,1.32,1.31
5,-0.23,-1.93,4.23,1.96,1.60,1.76
5,-0.23,-0.43,2.09,1.31,1.99,2.13
5,0.23,-0.59,1.15,0.41,2.17,2.37
5,1.82,-0.89,1.42,-0.08,2.51,"2.35"
5,1.07,0.00,0.88,-0.15,0.85,"2.77"
5,4.75,3.49,1.42,-1.15,0.53,2.97
5,6.14,2.02,2.39,-1.89,1.59,3.16
5,9.79,0.46,0.71,-2.17,0.23,"2.70"
5,11.13,0.03,0.37,-3.41,0.12,1.77
5,11.03,-4.75,1.35,-3.79,0.22,0.80
5,14.96,-9.11,3.88,-4.81,0.15,-0.20
5,12.68,-10.14,10.03,-5.34,-0.05,-1.30
5,14.58,-12.05,14.21,-4.04,0.03,"-2.27"
5,11.87,-14.44,15.15,-3.35,0.90,"-3.37"
5,13.22,-14.20,14.64,-2.49,0.56,-3.99
5,10.38,-15.55,13.39,-0.67,2.39,-4.76
5,7.48,-12.20,12.72,-0.10,1.63,-4.50
5,4.33,-9.56,11.93,0.48,1.28,"-3.74"
5,6.27,-9.35,11.58,0.85,1.41,-2.84
5,3.72,-8.37,10.49,1.01,1.98,"-2.12"
5,4.07,-7.12,8.86,0.77,2.05,-1.43
5,1.65,-5.38,6.28,1.14,1.96,-0.57
5,2.87,-2.58,3.97,1.05,1.19,"-0.15"
5,1.56,-0.22,3.58,0.82,1.15,"0.35"
5,2.62,1.14,3.78,0.80,0.37,0.46
5,2.42,3.19,4.50,0.28,0.30,"0.52"
5,2.42,3.35,6.46,0.10,0.30,0.55
5,3.06,3.39,7.13,-0.06,0.43,0.60
5,2.61,3.00,7.68,-0.37,0.44,"0.49"
5,2.48,2.29,8.04,-0.37,0.44,0.38
5,0.84,2.37,7.82,-0.43,0.32,0.24
5,1.87,2.02,7.88,-0.52,0.31,0.42
5,1.09,2.06,9.09,-0.49,0.04,"0.54"
