label,ax,ay,az,gx,gy,gz
4,5.11,-7.97,3.42,0.03,-0.16,0.06
4,5.11,-7.90,3.17,-0.04,-0.01,"0.07"
4,5.13,-8.05,3.11,-0.05,-0.01,0.07
4,5.16,-8.12,2.95,-0.08,-0.01,0.07
4,5.09,-8.10,3.30,-0.08,-0.06,"0.02"
4,5.16,-8.03,3.73,0.07,-0.13,"0.02"
4,5.36,-7.27,4.30,0.06,-0.02,0.02
4,6.27,-7.28,5.36,0.07,0.22,-0.06
4,8.44,-7.28,7.12,0.18,1.29,-0.42
4,5.08,-7.30,9.09,0.30,1.68,-0.54
4,5.89,-7.18,8.63,0.97,0.81,"-0.34"
4,6.00,-7.37,7.69,1.17,1.46,"-0.28"
4,3.94,-7.66,8.66,1.33,1.43,-0.38
4,4.24,-6.62,11.05,1.27,0.99,-0.09
4,7.49,-11.90,17.87,1.31,2.59,0.20
4,4.32,-15.16,25.29,2.71,1.39,0.31
4,7.46,-20.35,23.57,5.24,0.86,"0.18"
4,8.09,-21.55,17.80,6.53,0.30,"-0.54"
4,9.98,-21.10,8.01,7.04,0.87,-1.25
4,8.20,-18.15,-1.12,6.18,0.89,"-2.27"
4,5.09,-11.34,-6.86,6.04,1.52,"-2.90"
4,1.62,-7.05,-7.97,4.38,2.38,-3.25
4,-5.63,-8.81,-16.20,5.62,1.12,"-3.01"
4,-8.25,3.17,-20.03,4.40,0.27,"-2.17"
4,-7.93,-1.92,-16.24,0.25,0.40,"-1.46"
4,-8.40,0.72,-11.43,0.81,1.02,-0.91
4,-7.23,1.36,-8.63,-0.53,0.38,"-0.68"
4,-7.64,3.19,-6.46,-0.72,0.67,"-0.62"
4,-8.28,4.02,-5.01,-0.89,0.19,"-0.40"
4,-7.08,4.82,-4.59,-0.52,-0.08,0.09
4,-7.34,5.83,-4.53,-0.37,0.03,0.33
4,-6.17,4.68,-4.41,-0.12,-0.30,0.42
4,-5.24,4.93,-5.17,0.10,0.14,0.15
4,-6.11,5.00,-5.66,0.17,0.34,-0.10
4,-6.84,4.80,-5.10,0.16,0.21,"0.01"
4,-6.46,5.16,-6.10,0.09,0.10,0.25
4,-5.57,4.53,-5.75,-0.08,0.08,0.17
4,-5.77,4.23,-5.95,0.22,0.18,0.03
4,-5.31,4.82,-5.97,0.05,0.28,"-0.16"
4,-6.56,4.58,-6.17,0.15,0.25,"-0.05"
4,-5.55,4.72,-6.61,0.08,-0.06,-0.02
4,-5.84,4.47,-6.51,-0.02,-0.04,-0.04
4,-5.68,3.97,-6.42,0.04,0.10,"-0.08"
4,-6.11,4.07,-6.68,0.07,-0.06,"-0.12"
4,-6.38,3.86,-6.94,-0.03,-0.09,0.02
4,-6.10,3.79,-6.85,-0.18,-0.27,0.13
4,-6.30,3.72,-6.74,-0.23,-0.13,"0.14"
4,-5.82,4.29,-6.50,-0.41,-0.32,"0.14"
4,-5.88,4.40,-5.60,-0.52,-0.41,-0.05
4,-5.80,4.07,-4.69,-0.34,-0.50,"0.11"
