label,ax,ay,az,gx,gy,gz
6,7.54,0.89,6.65,-0.14,-0.09,0.10
6,6.99,1.02,6.76,-0.07,0.09,"0.06"
6,7.48,0.80,6.88,-0.12,0.04,0.08
6,6.90,0.89,6.96,-0.03,0.03,0.03
6,7.31,0.74,6.88,0.01,0.17,0.06
6,6.87,0.83,6.95,-0.02,0.05,"0.06"
6,7.34,0.66,6.84,-0.02,0.16,"0.07"
6,7.47,0.81,7.11,-0.06,0.23,0.12
6,7.71,0.97,7.48,-0.09,0.19,0.09
6,7.47,2.66,7.88,-0.14,0.43,0.12
6,6.79,5.15,7.74,-0.31,0.91,"-0.16"
6,5.82,11.36,7.80,-0.53,1.35,-0.73
6,4.82,17.01,8.45,-0.65,2.05,"-1.18"
6,1.08,21.14,3.72,0.53,0.92,-1.40
6,-12.12,1.44,2.06,-0.09,1.63,"-0.24"
6,1.11,-41.15,12.76,-3.96,5.56,6.10
6,15.07,-15.14,11.22,-0.10,-3.80,"0.84"
6,-5.90,-3.60,6.78,0.22,1.97,-0.59
6,4.58,-2.08,6.61,-0.52,-0.21,-0.08
6,-1.50,-2.16,10.43,-0.14,0.22,"-0.41"
6,1.55,-1.89,9.30,0.02,0.25,-0.36
6,1.09,-1.34,10.08,-0.06,-0.26,-0.11
6,1.82,-1.64,9.74,-0.00,-0.06,-0.10
6,2.01,-1.23,9.62,-0.07,-0.01,-0.06
6,1.94,-1.38,9.78,0.06,0.17,"-0.14"
6,1.84,-1.27,9.22,0.06,-0.05,"-0.05"
6,1.84,-1.31,8.99,0.03,0.02,-0.06
6,2.21,-1.14,9.09,-0.05,0.01,"-0.02"
6,1.38,-1.10,9.17,0.04,-0.04,-0.06
6,1.67,-1.26,9.25,-0.02,0.15,-0.04
6,2.06,-1.07,9.08,0.00,0.01,-0.07
6,1.85,-1.18,9.22,-0.04,-0.03,"-0.04"
6,1.64,-0.92,9.04,-0.04,-0.02,-0.01
6,1.93,-1.25,9.12,-0.08,0.04,-0.01
6,1.82,-0.96,9.24,-0.10,-0.06,-0.01
6,1.90,-1.40,9.73,-0.08,-0.04,"-0.02"
6,1.43,-1.00,9.60,0.01,-0.18,-0.06
6,2.11,-1.07,9.17,-0.03,0.03,0.01
6,1.94,-1.24,9.04,-0.04,-0.03,0.04
6,1.76,-1.19,8.71,-0.00,-0.04,-0.04
6,2.13,-1.12,8.77,-0.13,0.02,"-0.00"
6,1.99,-0.71,8.64,-0.10,-0.02,-0.03
6,2.19,-1.29,9.17,-0.28,0.17,0.04
6,2.30,-1.56,9.95,-0.26,0.07,"-0.06"
6,1.58,-1.48,10.13,-0.09,-0.00,"-0.07"
6,1.58,-1.20,9.34,0.06,-0.06,-0.05
6,2.24,-1.41,9.27,-0.12,0.20,0.04
6,1.71,-1.34,9.61,-0.02,0.08,-0.02
6,1.63,-1.34,9.24,0.01,-0.02,"-0.01"
6,2.11,-1.20,8.89,-0.03,0.10,"0.05"
