label,ax,ay,az,gx,gy,gz
0,6.76,-5.74,4.64,-0.03,-0.00,0.05
0,6.85,-5.72,4.63,-0.06,-0.01,0.04
0,6.88,-5.75,4.65,-0.02,-0.01,0.04
0,6.89,-5.82,4.67,-0.04,-0.03,0.01
0,6.89,-5.71,4.62,-0.00,-0.01,0.03
0,6.73,-5.78,4.64,-0.03,-0.07,0.02
0,6.79,-5.70,4.74,-0.04,0.04,0.05
0,6.98,-5.83,4.70,0.02,0.02,"0.06"
0,7.08,-5.79,4.56,-0.03,0.05,0.03
0,6.95,-5.74,4.53,-0.04,0.03,-0.02
0,6.90,-5.63,4.46,-0.08,0.05,"-0.01"
0,6.65,-5.67,4.68,-0.10,0.00,"-0.02"
0,6.90,-5.62,4.51,-0.06,0.08,0.01
0,6.84,-6.05,4.73,-0.08,0.10,"0.01"
0,6.67,-5.68,4.64,-0.07,-0.00,0.02
0,6.87,-5.76,4.67,-0.09,0.01,"0.02"
0,6.71,-5.72,4.75,-0.06,-0.03,-0.00
0,6.85,-5.77,4.69,-0.06,-0.01,"0.01"
0,6.78,-5.75,4.72,-0.05,0.02,0.02
0,6.82,-5.83,4.68,-0.05,0.01,0.03
0,6.76,-5.72,4.64,-0.05,0.03,0.02
0,6.81,-5.81,4.65,-0.03,0.03,"0.02"
0,6.68,-5.76,4.59,-0.05,-0.01,"0.01"
0,6.75,-5.84,4.65,-0.07,-0.03,"0.03"
0,6.76,-5.86,4.66,-0.07,0.04,0.05
0,6.74,-5.72,4.61,-0.06,0.05,0.05
0,6.84,-5.83,4.74,-0.08,0.04,"0.04"
0,6.76,-5.90,4.71,-0.04,0.04,0.02
0,6.73,-5.76,4.58,-0.04,-0.01,"0.03"
0,6.77,-5.82,4.66,-0.04,0.05,"0.03"
0,6.85,-5.92,4.68,-0.04,0.00,"0.02"
0,6.66,-5.84,4.69,-0.02,-0.01,0.00
0,6.68,-5.72,4.55,-0.03,-0.02,"0.02"
0,6.79,-5.79,4.62,-0.07,0.04,"0.03"
0,6.80,-5.92,4.73,-0.06,0.01,"0.01"
0,6.80,-5.78,4.66,-0.07,0.01,-0.00
0,6.74,-5.83,4.73,-0.05,0.01,"-0.00"
0,6.71,-5.86,4.75,-0.03,-0.02,-0.00
0,6.70,-5.79,4.60,-0.02,-0.00,"-0.00"
0,6.70,-5.70,4.54,-0.06,0.02,0.01
0,6.71,-5.89,4.75,-0.08,0.05,"0.02"
0,6.79,-5.90,4.72,-0.05,0.02,0.01
0,6.70,-5.80,4.73,-0.04,0.01,0.02
0,6.76,-5.78,4.71,-0.06,0.03,0.04
0,6.64,-5.81,4.75,-0.03,-0.03,"0.05"
0,6.82,-5.75,4.66,-0.01,0.01,"0.04"
0,6.75,-5.83,4.74,-0.00,-0.01,0.02
0,6.72,-5.82,4.64,-0.00,0.01,0.01
0,6.71,-5.71,4.54,-0.06,-0.02,"0.01"
0,6.66,-5.82,4.65,-0.07,0.04,"0.01"
