label,ax,ay,az,gx,gy,gz
0,2.40,-9.72,1.90,-0.05,-0.02,0.05
0,2.64,-9.49,1.75,-0.04,0.04,"0.02"
0,2.17,-9.55,1.97,-0.06,0.11,"0.03"
0,2.45,-9.51,1.90,-0.05,-0.06,0.03
0,2.31,-9.52,1.88,-0.07,-0.04,0.04
0,2.55,-9.69,1.87,-0.10,-0.06,"0.03"
0,2.26,-9.44,1.89,0.00,0.19,0.02
0,2.21,-9.76,1.90,-0.08,-0.05,"0.00"
0,2.39,-9.49,1.85,-0.04,0.08,0.02
0,2.11,-9.53,1.92,-0.06,-0.00,0.04
0,2.52,-9.57,1.82,-0.06,0.10,0.06
0,2.36,-9.63,1.77,-0.05,0.05,0.03
0,2.43,-9.46,1.86,-0.09,0.16,0.03
0,2.20,-9.68,2.02,-0.04,-0.02,-0.01
0,2.50,-9.55,1.78,-0.07,0.02,"-0.02"
0,2.10,-9.57,1.99,-0.03,0.06,"-0.01"
0,2.26,-9.53,1.88,-0.05,-0.00,0.02
0,2.27,-9.56,1.86,-0.03,0.11,"0.01"
0,2.10,-9.59,1.90,-0.08,-0.03,0.02
0,2.49,-9.52,1.80,-0.04,0.08,0.02
0,2.16,-9.58,2.00,-0.09,0.01,0.03
0,2.58,-9.58,1.90,-0.05,0.09,0.01
0,2.06,-9.56,1.99,-0.04,0.07,0.00
0,2.41,-9.55,1.88,-0.05,0.08,"-0.01"
0,2.12,-9.57,2.00,-0.07,0.06,"0.01"
0,2.25,-9.54,1.89,-0.02,0.03,"-0.00"
0,2.20,-9.56,1.85,-0.03,0.02,"-0.00"
0,2.20,-9.57,1.81,-0.05,0.05,0.01
0,2.19,-9.61,1.84,-0.07,-0.04,"0.02"
0,2.26,-9.62,1.97,-0.10,-0.04,"0.01"
0,2.15,-9.54,1.98,-0.02,0.01,"0.03"
0,2.30,-9.66,1.89,-0.08,-0.07,"0.03"
0,2.32,-9.50,1.92,-0.03,0.03,0.02
0,2.35,-9.60,1.85,-0.02,-0.01,"0.01"
0,2.26,-9.55,1.86,-0.06,0.03,"0.02"
0,2.34,-9.58,1.95,-0.07,-0.03,0.01
0,2.29,-9.57,1.94,-0.04,0.02,"0.02"
0,2.29,-9.59,1.93,-0.05,-0.01,0.00
0,2.23,-9.53,1.94,-0.04,0.01,"0.02"
0,2.38,-9.63,1.87,-0.05,0.02,0.02
0,2.28,-9.55,1.92,-0.06,0.06,"0.01"
0,2.26,-9.53,1.87,-0.03,0.01,0.01
0,2.17,-9.52,1.87,-0.06,0.03,0.02
0,2.40,-9.61,1.84,-0.05,-0.02,0.02
0,2.21,-9.60,1.94,-0.04,0.03,0.01
0,2.29,-9.58,1.93,-0.05,-0.03,0.01
0,2.28,-9.51,1.91,-0.05,0.04,0.02
0,2.31,-9.61,1.85,-0.05,0.01,"0.01"
0,2.21,-9.55,1.92,-0.05,0.01,0.01
0,2.29,-9.57,1.84,-0.05,-0.04,"0.03"
