label,ax,ay,az,gx,gy,gz
0,5.30,-6.77,5.06,-0.06,0.04,0.01
0,5.42,-6.73,5.03,-0.07,0.06,"0.03"
0,5.38,-6.79,5.07,-0.03,0.04,"0.04"
0,5.48,-6.76,4.99,-0.03,0.03,0.03
0,5.44,-6.72,4.99,-0.04,0.02,0.02
0,5.37,-6.71,5.09,-0.03,0.01,"0.01"
0,5.43,-6.72,5.06,-0.03,0.01,0.02
0,5.29,-6.74,5.10,-0.01,-0.00,"0.01"
0,5.42,-6.76,5.07,-0.04,0.00,0.02
0,5.28,-6.68,5.06,-0.03,-0.00,"0.02"
0,5.29,-6.72,5.07,-0.04,-0.00,0.04
0,5.37,-6.63,5.14,-0.05,0.02,0.04
0,5.33,-6.69,5.19,-0.02,-0.04,"0.07"
0,5.49,-6.80,5.11,-0.00,0.07,"0.06"
0,5.44,-6.71,5.06,-0.01,-0.05,0.03
0,5.48,-6.73,5.03,-0.05,0.09,0.02
0,5.20,-6.57,5.04,-0.05,-0.02,0.01
0,5.49,-6.70,5.03,-0.07,0.06,"0.03"
0,5.30,-6.76,5.20,-0.10,-0.00,"0.02"
0,5.50,-6.78,5.22,-0.05,0.03,"-0.01"
0,5.08,-6.66,5.17,-0.03,-0.01,-0.01
0,5.32,-6.70,5.13,-0.03,0.00,"0.03"
0,5.23,-6.70,5.13,-0.03,0.01,0.05
0,5.42,-6.76,5.13,-0.03,0.01,"0.04"
0,5.30,-6.67,5.13,-0.05,0.01,0.04
0,5.38,-6.71,5.17,-0.04,0.03,"0.03"
0,5.36,-6.73,5.17,-0.04,0.03,"0.02"
0,5.27,-6.68,5.13,-0.00,-0.00,0.02
0,5.26,-6.70,5.08,-0.04,-0.01,"0.03"
0,5.40,-6.76,5.07,-0.04,-0.01,0.02
0,5.18,-6.73,5.20,-0.05,-0.01,0.03
0,5.23,-6.65,5.08,-0.05,-0.00,"0.05"
0,5.34,-6.78,5.11,-0.07,0.02,"0.04"
0,5.24,-6.77,5.21,-0.05,0.00,0.03
0,5.27,-6.67,5.10,-0.03,-0.03,0.03
0,5.25,-6.69,5.11,-0.05,0.00,"0.04"
0,5.42,-6.79,5.15,-0.06,-0.00,"0.03"
0,5.20,-6.73,5.20,-0.05,0.00,0.02
0,5.33,-6.68,5.09,-0.03,0.02,0.01
0,5.23,-6.74,5.15,-0.06,0.00,0.03
0,5.32,-6.80,5.18,-0.05,0.02,-0.00
0,5.25,-6.65,5.08,-0.06,-0.00,"0.01"
0,5.16,-6.74,5.12,-0.05,0.03,0.02
0,5.22,-6.69,4.97,-0.08,-0.03,"0.04"
0,5.38,-6.94,5.13,-0.10,0.05,0.06
0,5.33,-6.90,5.15,-0.07,0.00,"0.04"
0,5.35,-6.79,5.15,-0.07,0.04,-0.00
0,5.22,-6.70,5.17,-0.06,0.00,"0.01"
0,5.29,-6.80,5.21,-0.03,0.03,0.01
0,5.35,-6.77,5.09,-0.03,0.00,"0.01"
